縣市,路段ID,路段名稱,緯度,經度,費率資訊,電動車充電樁,位置描述
Taoyuan,1BD,中平路,24.98875,121.2925,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中平路(中山路-宏昌十三街)
Taoyuan,344,文化二路2,25.06294,121.364,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文化二路2(龜山一路-文二一街)
Taoyuan,482,南工路,25.05424,121.27217,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,南工路(富國路三段-中正北路)
Taoyuan,1AL,莊一街,25.02257,121.29552,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,莊一街(中正路-敬三街)
Taoyuan,365,頂湖路,25.03938,121.36409,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,頂湖路(頂湖一街-西勢湖路)
Taoyuan,79G,和平路,24.9686,121.32354,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,和平路(桃和街-和平路1190巷)
Taoyuan,2as,環北路(機車),24.96585,121.22506,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,環北路(機車)(六和路-慈惠三街)
Taoyuan,B0B,八德街,25.04219,121.14019,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,八德街(九如街-五福街)
Taoyuan,347,文化三路2,25.06211,121.3614,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文化三路2(龜山一路-文二一街)
Taoyuan,1H6,日光路,25.00169,121.31123,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,日光路(三民路二段-民光路)
Taoyuan,495,福祿一街,25.05725,121.2963,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,福祿一街(五福一路-福祿五街)
Taoyuan,397,大湖一路(機車計時),25.03078,121.21265,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,大湖一路(機車計時)(大湖一路-忠義路二段489巷)
Taoyuan,66C,中庸路,24.9134,121.20772,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中庸路(新光路四段-中豐路南勢二段)
Taoyuan,1GH,鎮撫街,24.99921,121.31819,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,鎮撫街(自強路-三民路一段)
Taoyuan,39J,興華三街45巷,25.03131,121.21522,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,興華三街45巷(興華三街-興華三街45巷)
Taoyuan,38S,文學路,25.02297,121.23193,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文學路(文化一路-文樂路)
Taoyuan,1IA,成功陸橋,24.99677,121.32843,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,成功陸橋(三民路-陸橋底)
Taoyuan,2CW,元化路(機車計次),24.95468,121.22633,"機車車格 週一至週日 07:00~20:00收費 30元/次,",無,元化路(機車計次)(中和路-中山路)
Taoyuan,49E,桃園街(機車),25.04292,121.29426,"機車車格 週一至週六 08:00~18:00收費 5元/30分鐘,",無,桃園街(機車)(中正路-光復路)
Taoyuan,1F2,中正五街,25.00692,121.3049,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中正五街(永康街-大連一街)
Taoyuan,66O,湧光路136巷,24.89269,121.20508,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,湧光路136巷(自由街-湧光路136巷80弄)
Taoyuan,A0K,青峰段平面停車場,25.02277,121.21019,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,青峰段平面停車場(青峰段平面停車場-青峰段平面停車場)
Taoyuan,38J,忠義路二段3,25.03273,121.21186,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,忠義路二段3(復興街-大湖一路)
Taoyuan,1FZ,新埔六街(機車),25.01777,121.30088,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,新埔六街(機車)(大興西路一段-南平路)
Taoyuan,1F8,樹林九街,24.98308,121.31665,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樹林九街(昆明路-金門二街)
Taoyuan,A01,中正東路,25.06374,121.19877,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中正東路(43號-55號)
Taoyuan,764,中路南街,24.96108,121.29352,"一般小型車格 週一至週日 07:00~20:00收費 20元/30分鐘,",無,中路南街(中路街-國際路)
Taoyuan,2C8,五族二街,24.9588,121.20434,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,五族二街(正大街-正福街)
Taoyuan,475,錦溪路,25.05198,121.29068,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,錦溪路(南山路一段-長榮路)
Taoyuan,37T,南上公園附屬停車場,25.02578,121.17403,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,南上公園附屬停車場(南上公園附屬停車場-南上公園附屬停車場)
Taoyuan,4A7,上興路187巷,25.01791,121.26113,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,上興路187巷(上興路-大興八街)
Taoyuan,664,承德路,24.94973,121.22036,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,承德路(承德路8巷-金華街36巷)
Taoyuan,38P,樂善二路,25.02454,121.23295,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樂善二路(文化一路-文吉路)
Taoyuan,1EN,民富九街,25.00848,121.3137,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,民富九街(春日路-福元街)
Taoyuan,1B4,桃鶯路橋下(一),24.98953,121.31796,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,桃鶯路橋下(一)(林森路-紹興街)
Taoyuan,846,光前街,24.91372,121.14589,"一般小型車格 週一至週六 07:00~20:00收費 15元/30分鐘,",無,光前街(楊新路-至巷底)
Taoyuan,78E,興豐路2,24.93288,121.29963,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,興豐路2(介壽路二段-興豐路825巷)
Taoyuan,358,復興二路,25.05704,121.37398,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,復興二路(文化二路-文化三路)
Taoyuan,78U,中正北路,24.93368,121.28342,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中正北路(廣興三路-中正路)
Taoyuan,789,中正路,24.92786,121.2822,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中正路(興豐路-豐德路)
Taoyuan,1GN,寶山街210巷,25.01362,121.31553,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,寶山街210巷(寶山街-雙峰路)
Taoyuan,A0B,大豐三街,25.0221,121.21906,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,大豐三街(大成路二段-大豐二街)
Taoyuan,847,中山路,24.90636,121.14339,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中山路(楊湖路一段-大成路)
Taoyuan,624,廣明路,24.95413,121.21388,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,廣明路(義民路-民族路)
Taoyuan,7AE,大興路2,24.56128,121.18089,"機車車格 週一至週日 07:00~20:00收費 20元/次,一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,大興路2(介壽路二段583巷-興豐路)
Taoyuan,A05,中正三街,25.06111,121.20154,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中正三街(中正東路-中山南路)
Taoyuan,2C7,龍福路,24.93578,121.25313,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍福路(中山東路三段-龍東路445巷)
Taoyuan,2BB,洽溪路2,25.00543,121.20353,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,洽溪路2(文德路-領航北路二段)
Taoyuan,1EB,寶山街(機車),25.01196,121.31537,"機車車格 週一至週六 08:00~18:00收費 5元/30分鐘,",無,寶山街(機車)(大業路一段-大有路)
Taoyuan,1CY,慈文路,25.00406,121.29878,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,慈文路(中正路-永安路)
Taoyuan,B07,民族路,25.05038,121.11681,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,民族路(富林里10鄰及(雙號側)仁德路-成功路二段及建國路)
Taoyuan,78H,大明街,24.96896,121.29913,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,大明街(介壽路一段-公園路)
Taoyuan,95D,僑愛一街35、46巷,24.92221,121.29315,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,僑愛一街35、46巷(介壽路-僑愛巷)
Taoyuan,748,介壽路一段2,24.96129,121.29986,"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費20元，第二30分鐘收費25元，第三30分鐘收費30元,",無,介壽路一段2(永福西街-廣福路)
Taoyuan,1IF,保羅街(機車),24.98214,121.31167,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,保羅街(機車)(介壽路-建新街)
Taoyuan,522,干城路,24.86791,121.20743,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,干城路(聖亭街-干城路19巷)
Taoyuan,1EY,延平路2,24.9808,121.31469,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,延平路2(大林路-樹仁一街)
Taoyuan,1GB,龍泉五街(機車),24.98264,121.27308,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,龍泉五街(機車)(龍祥街-裕和街17巷)
Taoyuan,78G,忠勇七街,24.96603,121.3061,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,忠勇七街(忠勇二街-忠勇一街)
Taoyuan,49J,南昌路(機車),25.04111,121.28974,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,南昌路(機車)(南福街-南竹路二段)
Taoyuan,1E3,中華路(機車),24.99116,121.31156,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,中華路(機車)(中正路-三民路三段)
Taoyuan,1DN,鹽庫西街,25.02358,121.30562,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,鹽庫西街(春日路-鹽庫西街底)
Taoyuan,198,文中路,24.99593,121.29199,"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費15元，第二30分鐘收費20元，第三30分鐘收費25元,",無,文中路(正光路-國際路)
Taoyuan,2BL,實踐路1(機車),24.95607,121.23998,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,實踐路1(機車)(日新街-中北路)
Taoyuan,85B,仁平路(機車),24.92028,121.18243,"機車車格 週一至週日 08:00~18:00收費 20元/次,",無,仁平路(機車)(梅獅路一段-埔心火車站後站)
Taoyuan,378,文化一路2,25.02306,121.23072,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文化一路2(文桃路-振興路)
Taoyuan,1G4,介新街2,24.97722,121.3078,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,介新街2(陽明五街-建新街)
Taoyuan,253,復興路,24.9562,121.22464,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,復興路(中山路-中央東路)
Taoyuan,170,中華路,24.99072,121.31018,"一般小型車格 週一至週日 07:00~20:00收費 第一30分鐘收費20元，第二30分鐘收費20元，第三30分鐘收費25元,",無,中華路(中正路-三民路三段)
Taoyuan,491,長春路,25.05057,121.29742,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,長春路(吉林路-長春路7巷)
Taoyuan,1DT,泰昌三街,24.9863,121.29528,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,泰昌三街(中山路-宏昌十三街)
Taoyuan,2BK,九和五街1(機車),24.9644,121.22425,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,九和五街1(機車)(新生路-慈惠三街)
Taoyuan,2DP,九和二街(機車),24.96305,121.22422,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,九和二街(機車)(新生路-慈惠三街)
Taoyuan,623,環南路2段含35巷,24.94967,121.20654,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,環南路2段含35巷(民族路-新德街)
Taoyuan,37O,自由街8巷含10巷,25.01089,121.24186,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,自由街8巷含10巷(萬壽路一段120巷-自由街)
Taoyuan,299,青埔路一、二段,25.00826,121.2152,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,青埔路一、二段(領航北路三段-領航南路二段)
Taoyuan,1F6,大興西路二段69巷,25.01134,121.29849,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,大興西路二段69巷(大興西路二段-同德二街)
Taoyuan,366,自強西路,24.99665,121.33609,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,自強西路(陸光路-育英街)
Taoyuan,1F4,民族路(機車),24.99117,121.30956,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,民族路(機車)(復興路-中山路)
Taoyuan,749,介壽路一段3,24.97235,121.30197,"一般小型車格 週一至週日 08:00~20:00收費 10元/30分鐘,",無,介壽路一段3(力行街-忠勇西街)
Taoyuan,261,九和二街,24.96305,121.22432,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,九和二街(慈惠三街-新生路)
Taoyuan,1B1,民族路橋橋下空間,24.98661,121.31106,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,民族路橋橋下空間(建國路-介壽路6巷)
Taoyuan,2B1,春德路,25.0152,121.21274,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,春德路(領航北路3段-領航北路3段)
Taoyuan,1FH,翔鷺埤塘生態公園,24.98479,121.2769,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,翔鷺埤塘生態公園(中山路1216巷-)
Taoyuan,49A,南山路一段(機車),25.05637,121.29004,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,南山路一段(機車)(中正路~長榮路-長榮路)
Taoyuan,1A4,文中路二,24.99304,121.2751,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文中路二(國際路二段-龍壽街)
Taoyuan,336,復興一路1,25.05945,121.36794,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,復興一路1(文化一路-文化三路)
Taoyuan,1DQ,敬二街,25.02362,121.29276,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,敬二街(莊敬路二段-敬二街90號)
Taoyuan,352,公園路,25.05498,121.36736,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,公園路(文化二路-文化三路)
Taoyuan,2B4,高鐵北路一段(機車計次),25.01361,121.2142,"機車車格 週一至週日 08:00~18:00收費 30元/次,",無,高鐵北路一段(機車計次)(青埔路一段-青心路)
Taoyuan,2DQ,九和六街(機車),24.96501,121.22448,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,九和六街(機車)(新生路-慈惠三街)
Taoyuan,1E9,大興西路一(機車),25.01338,121.30248,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,大興西路一(機車)(經國路-永安路)
Taoyuan,464,光明路一二段,25.04674,121.28773,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,光明路一二段(忠孝西路-中正路)
Taoyuan,1DS,正光路2,25.00573,121.28669,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,正光路2(國際路二段-大興西路三段)
Taoyuan,1GZ,天祥三街(機車),25.01647,121.30508,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,天祥三街(機車)(經國路-大興西路一段)
Taoyuan,2BU,高鐵北路二段2,25.01795,121.21979,"機車車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,高鐵北路二段2(青昇路-大成路二段)
Taoyuan,799,介壽路二段973巷,24.93461,121.29877,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,介壽路二段973巷(興豐路825巷-介壽路二段933巷42弄)
Taoyuan,798,瑞發街,24.93353,121.29886,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,瑞發街(興豐路781巷-興豐路825巷)
Taoyuan,1B8,江南二街,24.98919,121.28395,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,江南二街(龍安街14巷-茄苳溪旁)
Taoyuan,1AR,巨蛋園區-第六停車場,24.99566,121.32211,"一般小型車格 週一至週五 08:00~20:00收費 10元/30分鐘,",無,巨蛋園區-第六停車場(德育街-)
Taoyuan,37B,萬壽路一段1,25.01713,121.40216,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,萬壽路一段1(龍興街-工興街)
Taoyuan,2CA,站前西機車平面停車場(機車計次),25.01007,121.21648,"機車車格 週一至週日 08:00~18:00收費 30元/次,",無,站前西機車平面停車場(機車計次)(青園路與高鐵站前西路一段口-青園路與高鐵站前西路一段口)
Taoyuan,396,大湖一路,25.03078,121.21265,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,大湖一路(大湖一路-忠義路二段489巷)
Taoyuan,934,康莊路一,24.88282,121.28837,"一般小型車格 週一至週日 08:00~19:00收費 第一30分鐘收費10元，第二30分鐘收費10元，第三30分鐘收費15元,",無,康莊路一(信義路-復興路)
Taoyuan,493,中興路,25.01732,121.26703,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中興路(大竹路-中興路28巷)
Taoyuan,257,中豐路,24.96079,121.21976,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,中豐路(中央西路-環北路)
Taoyuan,37W,樂善三路,25.04864,121.38296,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樂善三路(文化一路-樂善二路)
Taoyuan,1GU,成功路三段,25.00408,121.32447,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,成功路三段(大有路-虎頭山公園)
Taoyuan,1FV,南豐二街,24.98269,121.30197,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,南豐二街(漢中路-德壽街)
Taoyuan,66G,開封街,24.91113,121.20404,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,開封街(天津街-中庸路)
Taoyuan,79H,崁頂路,24.95383,121.26649,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,崁頂路(廣福路-崁頂路1025巷)
Taoyuan,49Q,大福路211巷,25.02123,121.25829,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,大福路211巷(大福路-大竹國民中學圍牆)
Taoyuan,2D6,松義三街,24.95899,121.16689,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,松義三街(松勤路-松仁路)
Taoyuan,1ED,新埔十街(機車),25.02452,121.29815,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,新埔十街(機車)(莊敬路一段-天祥七街)
Taoyuan,A0I,致善路二段,25.0105,121.2103,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,致善路二段(領航北路三段-高鐵南路一段)
Taoyuan,2C2,普忠路,24.95253,121.25213,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,普忠路(新中北路-榮民南路)
Taoyuan,1BR,龍祥街,24.98157,121.2713,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,龍祥街(龍泉二街-龍泉六街)
Taoyuan,938,中華路,24.87607,121.29068,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中華路(信義路-康莊路)
Taoyuan,78S,長興一路,24.93382,121.28252,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,長興一路(仁德路-長興路)
Taoyuan,859,中興路,24.91535,121.18602,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中興路(永美路-五守街)
Taoyuan,1BW,正康二街,25.00561,121.30668,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,正康二街(信光路-美光街)
Taoyuan,383,萬壽路二段(機車計時),24.99341,121.33201,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,萬壽路二段(機車計時)(大同路-興中街)
Taoyuan,39E,文德路,25.03216,121.22401,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文德路(文化一路-長庚路)
Taoyuan,1IG,桃德路(機車),24.96225,121.29282,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,桃德路(機車)(國際路一段98巷-中路街)
Taoyuan,958,仁和路一段(機車),24.89836,121.27791,"機車車格 週一至週日 08:00~18:00收費 5元/30分鐘,",無,仁和路一段(機車)(員林路一段-埔頂路一段)
Taoyuan,85F,金山街一,24.90956,121.15687,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,金山街一(環東路-自強街)
Taoyuan,1IZ,興福街,25.01959,121.26155,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,興福街(大興路227巷-中興四街)
Taoyuan,487,東溪路,25.06421,121.27874,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,東溪路(長安路二段-內溪路)
Taoyuan,B09,泰安街,25.0301,121.07215,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,泰安街(樹林公園-活動中心)
Taoyuan,1F1,成功路三段115巷,25.00251,121.32196,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,成功路三段115巷(成功路三段-三元街)
Taoyuan,1DM,桃鶯陸橋下,24.9914,121.3178,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,桃鶯陸橋下(萬壽路三段-鎮東街)
Taoyuan,796,介壽路二段3,24.92985,121.29711,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,介壽路二段3(興豐路-豐德路)
Taoyuan,2CZ,永明街,25.01004,121.20154,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,永明街(永泰路-永園路)
Taoyuan,1B0,昆明路,24.98612,121.31144,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,昆明路(大林路-建國路)
Taoyuan,1CK,忠二路二巷,24.99638,121.30393,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,忠二路二巷(莒光街-中福街)
Taoyuan,38G,幸福路,24.98683,121.33386,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,幸福路(幸福一街-幸福三十三街)
Taoyuan,2BG,中正路1(機車),24.9551,121.21921,"機車車格 週一至週日 07:00~20:00收費 5元/30分鐘,",無,中正路1(機車)(康樂路-中原路)
Taoyuan,371,頂興路2巷,24.99227,121.32668,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,頂興路2巷(頂興路-頂興路2巷底)
Taoyuan,38H,樂學二路,25.0301,121.23021,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,樂學二路(樂學路-樂學三路)
Taoyuan,37U,中興路,24.98673,121.32939,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中興路(明興街-山鶯路)
Taoyuan,B0A,五福街,25.0408,121.14055,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,五福街(大觀路二段-三多街)
Taoyuan,379,文青路,25.02213,121.23341,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文青路(樂善一路-文青三路)
Taoyuan,1GE,經國二路,25.03006,121.2981,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,經國二路(幸福路-有恆路)
Taoyuan,2A3,青昇路,25.01703,121.21834,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,青昇路(領航北路三段-領航南路三段)
Taoyuan,1GD,經國一路,25.03007,121.29936,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,經國一路(幸福路-有恆路)
Taoyuan,66N,自由街,24.89305,121.20445,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,自由街(湧光路-湧安路)
Taoyuan,189,寶慶路,25.01576,121.2915,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,寶慶路(大興西路-莊敬路)
Taoyuan,1CX,國際路一段,24.98308,121.28974,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,國際路一段(國際路一段950巷-國際路一段306號)
Taoyuan,1CL,大有路2,25.02074,121.31495,"一般小型車格 週一至週六 08:00~18:00收費 10元/30分鐘,",無,大有路2(至善街-大有路786號)
Taoyuan,2DH,復華六街,24.97107,121.24949,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,復華六街(長興街-復華一街)
Taoyuan,274,環西路,24.96383,121.20946,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,環西路(民權路-民族路)
Taoyuan,37K,復興一路2(機車計時),25.05767,121.36492,"機車車格 週一至週五 08:00~18:00收費 5元/30分鐘,",無,復興一路2(機車計時)(文化二路-忠義路二段)
Taoyuan,2D8,中壢運動公園停車場,24.95079,121.24021,"一般小型車格 週一至週日 08:00~18:00收費 10元/30分鐘,",無,中壢運動公園停車場(中壢運動公園停車場-中壢運動公園停車場)
Taoyuan,672,新華北路,24.91726,121.24814,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,新華北路(平東路-平東路282巷)
Taoyuan,1CG,陽明十二街,24.97809,121.30939,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,陽明十二街(長沙街-介新街)
Taoyuan,1FU,中山路1308巷,24.98584,121.27408,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中山路1308巷(中山路1308巷-中山路1216巷)
Taoyuan,174,三民路一,24.99849,121.32078,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,三民路一(中山路-春日路)
Taoyuan,78W,豐德一路,24.92736,121.28756,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,豐德一路(豐田三路-豐德路)
Taoyuan,78C,介壽路二段1022巷,24.93298,121.29649,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,介壽路二段1022巷(介壽路二段-仁德一路)
Taoyuan,381,萬壽路一段3,25.01863,121.40752,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,萬壽路一段3(中正路-福興街)
Taoyuan,2BM,杭州路,24.95144,121.23564,"一般小型車格 週一至週五 08:00~18:00收費 0元/30分鐘,",無,杭州路(廣州路-福州路)
Taoyuan,258,中美路,24.95944,121.22367,"一般小型車格 週一至週日 07:00~20:00收費 15元/30分鐘,",無,中美路(元化路-新生路)
Taoyuan,844,環東路一,24.91012,121.15694,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,環東路一(新農街-中山北路)
Taoyuan,2BW,林森路,24.94542,121.22631,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,林森路(皓東街-執信一街)
Taoyuan,509,神龍路,24.86201,121.21239,"一般小型車格 週一至週日 08:00~20:00收費 10元/30分鐘,",無,神龍路(龍元路-新龍路)
Taoyuan,382,文青路2,25.02193,121.23365,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,文青路2(文青三路-文青六路)
Taoyuan,39D,文化二路3(機車計次),25.02443,121.22439,"機車車格 週一至週五 08:00~18:00收費 10元/次,",無,文化二路3(機車計次)(華亞三路-樂善二路)
Taoyuan,A0T,中興街,25.06386,121.19945,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,中興街(中正東路-中華路)
Taoyuan,1BC,延平路,24.97837,121.3146,"一般小型車格 週一至週五 08:00~18:00收費 10元/30分鐘,",無,延平路(樹林一街-樹林二街)
