縣市,停車場ID,停車場名稱,緯度,經度,費率資訊,電動車充電樁,地址
NewTaipei,170044,廣停七平面停車場,25.071317,121.366787,小型車計時20元;小型車計時30元;小型車月租2500元;身障車月租2000元;,未提供,新北市林口區文化三路1段394巷及文化二路1段241巷交叉口
NewTaipei,050252,新莊福營機車停車場,25.032052,121.434328,機車計次20元;機車月租300元;,未提供,新北市新莊區福營路97巷10號旁
NewTaipei,010204,Times 板橋大觀路二段停車場,25.00232,121.441298,小型車計時80元;小型車月租8000元;,未提供,新北市板橋區大觀路二段174巷134號對面
NewTaipei,020230,俥萊有限公司大榮場停車場,25.063551,121.499342,小型車計時80元;大型車月租8000元;,未提供,新北市三重區大榮街53號旁空地
NewTaipei,140047,比活力停車場,25.08211,121.479738,小型車計時80元;小型車月租8000元;,未提供,新北市蘆洲區信義路165號
NewTaipei,110101,驛林交通股份有限公司汐止站停車場,25.065651,121.631988,小型車計時80元;小型車月租6000元;,未提供,新北市汐止區中興路168號B2/1~11及13~102號車格位
NewTaipei,040025,漢傑企業-永安站停車場,25.002351,121.510626,小型車計時50元;小型車計時60元;小型車月租6000元;,未提供,新北市永和區中和路499號B2/86~137號車位
NewTaipei,160024,嘟嘟房泰山泰林站停車場,25.058692,121.434977,小型車計時50元;小型車月租5000元;,未提供,新北市泰山區泰林路2段66號旁空地
NewTaipei,020026,社教館地下停車場,25.055115,121.489416,小型車計時20元;小型車計時30元;小型車月租4000元;,未提供,新北市三重區集美街60號B1
NewTaipei,020021,行政大樓附設停車場,25.060696,121.48874,小型車計時40元;小型車月租6000元;身障車月租3000元;,未提供,新北市三重區新北大道1段11號旁/73~99、102~152及158號車格
NewTaipei,020017,綜合體育館地下停車場,25.061951,121.491386,小型車計時40元;小型車月租6000元;身障車月租3000元;,未提供,新北市三重區新北大道1段2號B1、B2
NewTaipei,140040,頂富御寶6大樓停車場,25.08613,121.461403,小型車月租5000元;機車月租800元;,未提供,新北市蘆洲區長興路182號B1
NewTaipei,090064,Times三峽文化路停車場,24.936806,121.371751,小型車計時80元;小型車月租8000元;,未提供,新北市三峽區文化路120巷22弄5號斜對面
NewTaipei,030133,敦成大樓收費停車場,25.009227,121.484268,小型車月租每3個月11000元;小型車月租每6個月20000元;,未提供,新北市中和區立德街199號B2、B3
NewTaipei,140068,蘆洲光復路停車場,25.085207,121.462788,小型車計時80元;小型車月租8000元;,未提供,新北市蘆洲區光復路41巷21號旁空地
NewTaipei,110038,三多停車場,25.073867,121.662454,小型車計時30元;小型車月租2200元;,未提供,新北市汐止區建成路59巷底
NewTaipei,060142,新北市寶高智慧產業園區停車場,24.977109,121.551275,小型車計時30元;小型車月租2500元;機車計時10元;機車月租250元;,未提供,新北市新店區寶高路26~30號1樓
NewTaipei,050254,新莊豐盛地下停車場,24.999836,121.432676,小型車計時80元;小型車月租5000元;,未提供,新北市新莊區豐盛二街8號B1(484~515)、B2(387~480)
NewTaipei,050200,民安國小地下停車場,25.021751,121.427943,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次20元;機車月租200元;身障機車月租100元;,未提供,新北市新莊區民安路261號B1、B2
NewTaipei,040054,網溪國小地下停車場,25.013991,121.520098,小型車計時30元;小型車月租4000元;小型車月租2000元;,未提供,新北市永和區竹林路79號B1~B3
NewTaipei,120016,瑞芳區漁會第一停車場,25.133816,121.822822,大型車計次150元;小型車計時30元;,未提供,新北市瑞芳區深澳路189-5號前方入口
NewTaipei,040077,永和保平停車場,25.007401,121.509471,小型車計時60元;小型車月租6000元;,未提供,新北市永和區永貞路390號旁空地
NewTaipei,060031,江陵禮一期停車場,24.982808,121.539007,小型車計時40元;小型車月租4200元;,未提供,新店區民權路63、65、67號B5~B7
NewTaipei,130042,城市車旅家樂福土城店停車場,24.983524,121.458991,小型車計時80元;小型車月租5000元;,未提供,新北市土城區青雲路152號B3~B5
NewTaipei,260007,龍洞灣海洋公園停車場,25.117655,121.916214,小型車計時30元;,未提供,新北市貢寮區龍洞街63-8號
NewTaipei,060148,裕隆城停車場,24.978881,121.546725,小型車計時50元;小型車計時60元;小型車月租4500元;機車計時10元;機車月租500元;重型機車計時50元;重型機車計時60元;,未提供,新北市新店區中興路3段70號B1，B2/442~825號汽車格及1~27號卸貨車格，B3
NewTaipei,010208,USPACE新莊濕地場停車場,25.05767,121.45422,小型車計時80元;小型車月租8000元;,未提供,新北市新莊區富貴路與昌平街交叉入口/公園對面
NewTaipei,050166,USPACE新莊昌平場停車場,25.057548,121.454704,小型車計時80元;小型車月租8000元;,未提供,新北市新莊區富貴路111號/警局對面停車場
NewTaipei,100022,淡水中正機車停車場,25.170401,121.438735,機車計次20元;機車月租300元;身障機車月租150元;,未提供,新北市淡水區中正路115號B1
NewTaipei,100031,淡水中山機車停車場,25.1704,121.443019,機車計次20元;機車月租300元;身障機車月租150元;,未提供,新北市淡水區中山路77號2、3樓
NewTaipei,010276,板橋台65高架橋下湳仔溝A區停車場,25.009946,121.451113,小型車計時20元;小型車月租2500元;身障車月租1250元;,未提供,新北市板橋區板城路433之1號對面空地停車場
NewTaipei,010275,板橋台65高架橋下湳仔溝B區停車場,25.00162,121.452034,小型車計時20元;小型車月租2500元;身障車月租1250元;,未提供,B區：新北市板橋區板城路271-1號對面空地
NewTaipei,070028,家樂福樹林場停車場,24.996546,121.421041,小型車計時50元;小型車月租5000元;,未提供,新北市樹林區大安路118號1F、B1、B2
NewTaipei,020123,光復平面停車場,25.056204,121.474924,大型車計時40元;大型車月租5000元;小型車計時20元;小型車月租4000元;身障車月租2000元;機車計次10元;機車月租300元;身障機車月租150元;,未提供,新北市三重區頂文路及神農街交叉口
NewTaipei,120018,新九號停車場,25.111121,121.82983,大型車計時400元;小型車計次400元;,未提供,新北市瑞芳區102縣道(瑞金公路)12公里處
NewTaipei,040056,頂溪國小地下停車場,25.015757,121.510761,小型車計時30元;小型車月租4000元;身障車月租2000元;重型機車計時30元;重型機車月租1500元;機車計次10元;機車月租300元;身障機車月租150元;,未提供,新北市永和區文化路133號B1~B3
NewTaipei,030112,光寶科技中和大樓C棟停車場,25.002238,121.487631,小型車計時50元;,未提供,新北市中和區建六路77號B1、B2
NewTaipei,030051,助安168中和興南停車場,24.983974,121.505206,小型車計時100元;小型車月租8000元;,未提供,新北市中和區興南路2段131-2號
NewTaipei,020095,Times三重三信路停車場,25.087782,121.48967,小型車計時80元;小型車月租8000元;,未提供,新北市三重區三信路126號旁停車場
NewTaipei,240002,十分第二停車場,25.045947,121.780827,大型車計時200元;小型車計時50元;,未提供,新北市平溪區靜安路3段356-3號
NewTaipei,230032,八里停五平面停車場,25.157796,121.41788,小型車計時20元;小型車月租1300元;身障車月租650元;機車計次10元;機車月租300元;身障機車月租150元;,未提供,新北市八里區賢三街與大崁二街交叉口
NewTaipei,230031,八里中庄段平面停車場,25.155552,121.412343,小型車計時20元;小型車月租1300元;身障車月租650元;機車計次10元;機車月租300元;身障機車月租150元;,未提供,新北市八里區文昌路與文昌五街交叉口
NewTaipei,230010,八里龍形平面停車場,25.130345,121.451222,小型車計時20元;小型車月租1300元;身障車月租650元;,未提供,新北市八里區龍米路1段與龍形一街交叉口
NewTaipei,130118,Times土城中州路停車場,24.958687,121.413496,小型車計時80元;小型車月租8000元;,未提供,新北市土城區中州路30巷內/仁基京品接待中心對面
NewTaipei,030096,宏達經營管理顧問有限公司安平停車場,24.997734,121.511525,小型車計時80元;小型車月租8000元;,未提供,新北市中和區安平路109號B1
NewTaipei,110074,汐止樟樹二路停車場,25.07143,121.64196,小型車月租2200元;,未提供,新北市汐止區樟樹二路342巷高架橋下
NewTaipei,110013,汐止區金龍市場地下停車場,25.068363,121.62965,小型車計時30元;小型車月租3800元;身障車月租2000元;重型機車計時30元;重型機車月租1500元;,未提供,新北市汐止區中興路250號B1
NewTaipei,040071,吉美一品收費停車場,25.013525,121.518452,小型車月租4000元;機車月租700元;,未提供,新北市永和區竹林路68號B1/283~301號汽車格位及1~19號機車格位
NewTaipei,080058,福吉停車場,24.974719,121.328353,小型車月租3000元;,未提供,新北市鶯歌區鳳吉二街136號對面
NewTaipei,050113,宜家家居股份有限公司新莊分公司戶外停車場,25.040913,121.465644,小型車計時100元;小型車月租4000元;重型機車計時100元;重型機車月租4000元;,未提供,新北市新莊區中正路1號1樓停車場
NewTaipei,010114,國立臺灣藝術大學停車場,25.005948,121.447738,小型車計時30元;,未提供,新北市板橋區大觀路1段59號1F/10~53、63~106號車格位
NewTaipei,020135,三重區力行地下停車場,25.077909,121.482926,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次10元;機車月租300元;身障機車月租150元;,未提供,新北市三重區永福街10巷8號B1~B3
NewTaipei,110083,汐止區星光橋南側平面停車場,25.074712,121.661259,小型車計時20元;小型車月租2500元;身障車月租1250元;,未提供,新北市汐止區建成路178巷旁
NewTaipei,030120,積穗國小地下停車場,24.999135,121.481401,小型車計時30元;小型車計時10元;小型車月租4000元;身障車月租2000元;機車計次10元;機車月租200元;身障機車月租100元;重型機車計時30元;重型機車計時10元;,未提供,新北市中和區員山路154號B1、B2
NewTaipei,170059,林口福朋喜來登地下停車場,25.06631,121.36084,小型車計時40元;大型車月租3000元;機車計次20元;機車月租300元;重型機車計時40元;重型機車月租3000元;,未提供,新北市林口區文化三路1段1號B1/357~566號機車位，B2/373~498、508~526號、B3/235~263號、B4/57~79號汽車位
NewTaipei,280010,野柳海洋世界停車場,25.20436,121.691094,小型車計時20元;,未提供,新北市萬里區野柳里港東路167-3號
NewTaipei,050257,麗寶商業大樓停車場,25.059504,121.451985,小型車計時80元;小型車月租6000元;機車計次40元;,未提供,新北市新莊區中華路3段216號B1、B3
NewTaipei,100228,台灣大車位淡海場停車場,25.178385,121.424227,小型車計時40元;小型車計時80元;,未提供,新北市淡水區淡海路18號
NewTaipei,070069,樹林車站前站A區停車場,24.991604,121.425129,小型車計時80元;小型車月租8000元;身障車月租2000元;,未提供,新北市樹林區樹林火車站/臨鎮前街左右2側
NewTaipei,010277,板橋台65高架橋下湳仔溝C區停車場,24.999759,121.45132,小型車計時20元;機車免費;,未提供,新北市板橋區板城路179-1號對面空地
NewTaipei,060138,新店行政園區市政廳地下停車場,24.967002,121.542093,小型車計時40元;小型車月租4000元;身障車月租2000元;機車計次20元;重型機車計時40元;,未提供,新北市新店區北新路1段86號B1/76~145、213~250、495~496、555~804號機車格、B3/398~502號及B4/244~255、269~303、316~322號汽車格(新店區行政段891地號)
NewTaipei,080059,台灣大車位光明街場停車場,24.955927,121.347098,小型車計時40元;小型車計時50元;,未提供,新北市鶯歌區光明街68號旁空地
NewTaipei,260008,貢寮龍洞灣平面停車場,25.116816,121.915288,大型車計次150元;小型車計時50元;,未提供,新北市貢寮區龍洞街63-8號旁空地停車場
NewTaipei,240001,平溪停三停車場,25.046701,121.782423,小型車計時40元;小型車月租4000元;,未提供,新北市平溪區南山坪136號對面空地
NewTaipei,020059,三重力行停車場,25.068418,121.485088,小型車計時30元;小型車計時40元;小型車月租5000元;,未提供,新北市三重區力行路1段54號旁空地
NewTaipei,050259,嘟嘟房新莊中港國小站停車場,25.046258,121.447798,小型車計時60元;小型車月租6000元;,未提供,新北市新莊區中和街與中和街82巷口
NewTaipei,170103,林口忠孝路停車場,25.069621,121.372553,小型車計時50元;小型車月租4000元;,未提供,新北市林口區忠孝路531巷19號對面空地
NewTaipei,270006,金美停車場,25.21832,121.638188,小型車計時40元;小型車計時20元;小型車計時每3小時100元;,未提供,新北市金山區金美街7號旁
NewTaipei,010175,板橋區江翠水岸特區停四平面停車場,25.023255,121.450816,小型車計時20元;小型車計時30元;小型車月租2000元;身障車月租1000元;,未提供,新北市板橋區藝文一街與板城路交叉處
NewTaipei,010174,江翠國小地下停車場,25.033349,121.473841,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次10元;機車月租300元;身障機車月租150元;,未提供,新北市板橋區文化路2段413號B1、B2
NewTaipei,100229,佳美停車場,25.185571,121.426239,小型車計時30元;小型車計時40元;小型車月租2000元;,未提供,新北市淡水區沙崙路257號隔壁
NewTaipei,100016,忠佑停車場,25.136351,121.46202,小型車計時40元;小型車月租3100元;,未提供,新北市淡水區民族路31巷1號B1
NewTaipei,020206,三重區光榮國小地下停車場,25.072322,121.500523,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次20元;機車月租300元;身障機車月租150元;重型機車計時30元;重型機車月租1500元;,未提供,新北市三重區介壽路32號B1、B2
NewTaipei,170104,嘟嘟房林口文化三路3站停車場,25.084716,121.377581,小型車計時60元;小型車月租6000元;,未提供,新北市林口區文化三路2段251號旁停車場
NewTaipei,110034,遠東世界中心地下三樓停車場,25.06097,121.646184,小型車計時60元;小型車月租6500元;機車計時20元;,未提供,新北市汐止區新台五路1段79號B3
NewTaipei,020004,三重區重新立體停車場,25.058268,121.489954,小型車計時20元;小型車月租3300元;身障車月租1650元;,未提供,新北市三重區重安街1號
NewTaipei,110055,北峰國小附設停車場,25.06297,121.631604,小型車月租1000元;,未提供,新北市汐止區環河街1號
NewTaipei,010252,嘟嘟房板橋英士站停車場,25.025736,121.460158,小型車計時50元;小型車月租5000元;,未提供,新北市板橋區英士路58巷19號旁
NewTaipei,070064,祭祀公業簡萬寧停車場,24.983966,121.412853,小型車月租1800元;,未提供,新北市樹林區大安路537巷內
NewTaipei,230009,埤頭平面停車場,25.160219,121.414064,小型車計時20元;小型車月租4000元;身障車月租2000元;,未提供,新北市八里區中山路一段268巷旁
NewTaipei,070071,樹林中山停車場,24.97661,121.407387,小型車計時80元;小型車月租5000元;,未提供,新北市樹林區中山路2段151巷15弄30號旁空地
NewTaipei,010282,高爾富立體停車場,24.997474,121.454204,小型車計時80元;小型車月租8000元;機車計次60元;機車月租1200元;,未提供,新北市板橋區高爾富路303號
NewTaipei,060140,新店安康場停車場,24.962217,121.511549,小型車計時40元;小型車計時50元;小型車月租3500元;,未提供,新北市新店區安德路45號旁
NewTaipei,010112,台灣聯通江子翠停車場,25.02407,121.478662,小型車計時80元;小型車月租5000元;,未提供,新北市板橋區縣民大道3段155號旁
NewTaipei,130119,Times土城大暖路停車場,24.958602,121.421903,小型車計時80元;小型車月租8000元;,未提供,新北市土城區大暖路108號旁
NewTaipei,100232,嘟嘟房淡水新市站停車場,25.193197,121.435031,小型車計時60元;小型車月租6000元;,未提供,新北市淡水區新市二路3段90號旁空地
NewTaipei,230033,萊客有限公司八里忠二場停車場,25.161225,121.427109,小型車計時80元;,未提供,新北市八里區忠二街與文心街交叉口空地
NewTaipei,020073,三重區永福國小地下停車場,25.077464,121.479686,小型車計時30元;小型車計時10元;小型車月租4000元;身障車月租2000元;重型機車計時30元;重型機車計時10元;重型機車月租1500元;,未提供,新北市三重區永福街66號B1、B2
NewTaipei,140025,Times 蘆洲長樂路第2停車場,25.086804,121.462506,小型車計時80元;小型車月租8000元;,未提供,新北市蘆洲區長樂路77號旁停車場
NewTaipei,050256,新莊鴻福段機車停車場,25.040434,121.460084,機車計次10元;機車月租200元;身障機車月租100元;,未提供,新北市新莊區思源路與思源路43巷交叉口外大漢橋下停車場
NewTaipei,050202,永錡停車場有限公司昌平停車場,25.058657,121.454428,小型車計時20元;小型車月租2500元;,未提供,新北市新莊區中央路、昌平街交叉路口
NewTaipei,010082,亞東第一停車場,24.997059,121.452463,小型車計時30元;小型車計時10元;小型車月租3000元;機車計次30元;,未提供,新北市板橋區南雅南路2段25號B1、B2
NewTaipei,040001,永和仁愛公園地下停車場,25.011027,121.506535,小型車計時30元;小型車月租4000元;身障車月租2000元;,未提供,新北市永和區仁愛路244-1號B1、B2
NewTaipei,060089,俥亭新店中正平面停車場,24.969945,121.544788,小型車計時60元;小型車月租6000元;,未提供,新北市新店區中正路30號旁空地
NewTaipei,140049,嘟嘟房蘆洲長榮站停車場,25.083347,121.462823,小型車計時60元;小型車月租6000元;,未提供,新北市蘆洲區長榮路58、60號B1/29、30、34、37、38號車格位及B2、B3
NewTaipei,030116,興南國小收費停車場,24.987168,121.509714,小型車月租3100元;,未提供,新北市中和區興南路1段135巷24號B1
NewTaipei,170036,九樹社區停車場,25.07102,121.370065,小型車月租6000元;機車月租1000元;,未提供,新北市林口區公園路120-1號B1
NewTaipei,100233,福容大飯店淡水漁人碼頭附設停車場,25.182059,121.415922,小型車計時40元;,未提供,新北市淡水區觀海路83號B1
NewTaipei,010284,板橋區江翠段190地號平面停車場,25.032032,121.464819,小型車計時30元;小型車月租3000元;身障車月租1500元;機車計次10元;機車月租200元;身障機車月租100元;,未提供,新北市板橋區長江路2段73號後方空地停車場
NewTaipei,070057,高鐵樹林段橋下停車場,25.003668,121.424639,小型車計時80元;小型車月租4500元;,未提供,新北市樹林區中正路188-6號旁
NewTaipei,110102,忠孝停車場,25.066078,121.661979,小型車計時40元;小型車月租5000元;,未提供,新北市汐止區新台五路2段1號旁空地
NewTaipei,110064,永和國民運動中心地下停車場,25.003185,121.525103,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次50元;,未提供,新北市永和區永利路250號B1~B3
NewTaipei,140021,蘆洲區蘆洲國小地下停車場,25.084185,121.469948,小型車計時30元;小型車月租3500元;身障車月租2000元;,未提供,新北市蘆洲區中正路100號B1~B2
NewTaipei,140041,蘆洲區鴨母港抽水站平面停車場,25.081891,121.457208,小型車計時30元;小型車月租3500元;身障車月租2000元;機車計次10元;機車月租月租300元;身障機車月租150元;,未提供,新北市蘆洲區永安南路與環堤大道交叉處及永安南路與長安街223巷交叉處
NewTaipei,170039,MITSUI  OUTLET  PARK  收費停車場,25.071061,121.364454,大型車計時200元;小型車計時100元;小型車月租5000元;機車計次50元;機車月租月租1000元;,未提供,新北市林口區文化三路1段356號
NewTaipei,030126,中和景新立體停車場,24.98991,121.513159,小型車計時30元;小型車計時40元;小型車月租4000元;身障車月租2000元;機車計次10元;機車月租200元;身障機車月租100元;,未提供,新北市中和區景新街399巷12號
NewTaipei,060081,白金花園收費停車場,24.975339,121.515596,小型車計時50元;,未提供,新北市新店區安興路77號B1、B2
NewTaipei,070045,樹林秀泰廣場停車場,24.995533,121.42845,小型車月租8000元;機車月租800元;小型車計時40元;小型車計時60元;機車計次10元;,未提供,新北市樹林區樹新路40-6號/B1、4F、5F、7F~9F、11F
NewTaipei,020105,富鴻達國際事業有限公司愛買三重營業處停車場,25.071395,121.476019,小型車計時30元;,未提供,新北市三重區中正北路193巷45號B1、B2
NewTaipei,010065,中華電信學院第一停車場,25.008375,121.46575,小型車月租3500元;小型車月租2000元;,未提供,新北市板橋區民族路168號
NewTaipei,020180,Times三重忠孝路三段停車場,25.06345,121.481182,小型車計時80元;小型車月租8000元;,未提供,新北市三重區忠孝路3段162號旁巷弄內
NewTaipei,170106,博客停車-文化北場停車場,25.070121,121.357008,小型車計時50元;小型車計時100元;,未提供,新北市林口區文化北路1段153、155號1F/2~11號車格位
NewTaipei,110001,汐止智興立體停車場,25.064181,121.657148,小型車計時30元;小型車月租2800元;身障車月租1400元;,未提供,新北市汐止區忠孝東路1號
NewTaipei,110054,汐止區橫科停車場,25.050387,121.620413,小型車月租5000元;,未提供,新北市汐止區橫科路119號左測約100公尺處
NewTaipei,070020,八德停車場,24.984235,121.419728,小型車月租4000元;,未提供,新北市樹林區太平路11號旁
NewTaipei,040048,振順停車場,25.018802,121.515174,小型車月租3000元;,未提供,新北市永和區環河西路1段中正水門進入向左轉
NewTaipei,030123,新北市青年社會住宅中和館地下停車場,24.991379,121.519045,小型車計時50元;小型車月租6000元;,未提供,新北市中和區景德街5號B1/335、400號車格及B2、B3
NewTaipei,050262,文強新樹路停車場,25.002486,121.432099,小型車計時60元;小型車月租5000元;,未提供,新北市新莊區新樹路412號旁空地
NewTaipei,090036,禮頓企業有限公司大觀停車場,24.946746,121.37386,小型車計時60元;小型車月租3000元;,未提供,新北市三峽區大觀路101號旁空地
NewTaipei,050261,Times新莊中和街(月租)停車場,25.043942,121.44657,小型車月租8000元;,未提供,新北市新莊區中和街31巷16號旁
NewTaipei,170029,嘟嘟房林口文化一路站停車場,25.069727,121.374346,小型車計時50元;小型車月租5000元;,未提供,新北市林口區文化一路1段100巷16號旁
NewTaipei,030147,中和區捷運環狀線高架橋下B區機車停車場,24.993479,121.504507,機車計次20元;機車月租300元;身障機車月租150元;,未提供,新北市中和區景平路406號前高架橋下/橋墩編號P919~925
NewTaipei,030148,中和區捷運環狀線高架橋下C區機車停車場,24.99285,121.508991,機車計次20元;機車月租300元;身障機車月租150元;,未提供,新北市中和區景平路408號前高架橋下/橋墩編號P1002、1003
NewTaipei,050072,新莊國民運動中心停車場,25.039831,121.447458,小型車計時30元;小型車月租4000元;身障車月租2000元;機車免費;,未提供,新北市新莊區公園路11號1樓及B2、B3
NewTaipei,010203,家樂福板橋停車場,25.01772,121.47943,小型車計時80元;小型車月租8000元;,未提供,新北市板橋區三民路2段31號B2
NewTaipei,030162,家樂福中和店停車場,25.001173,121.496634,小型車計時60元;小型車月租8000元;,未提供,新北市中和區中山路2段295號B4、B5
NewTaipei,060038,家樂福新店城室內停車場,24.975867,121.546208,小型車計時80元;小型車月租5000元;機車計時20元;小型車月租1000元;,未提供,新北市新店區中興路三段1號B1、B2
NewTaipei,170105,胚空間停車場,25.068404,121.358331,小型車計時30元;小型車計時40元;小型車計時10元;,未提供,新北市林口區文化北路1段60巷79號旁
NewTaipei,130017,新北市土城區公所行政大樓前廣場停車場,24.972264,121.443121,小型車計時30元;,未提供,新北市土城區金城路1段101號
NewTaipei,080011,昌福國小停車場,24.955609,121.339182,小型車月租2200元;小型車月租1450元;,未提供,新北市鶯歌區永明街22號1樓及B1
NewTaipei,100009,嘟嘟房捷運紅樹林站停車場,25.153672,121.458921,,未提供,新北市淡水區中正東路2段68號
NewTaipei,140015,嘟嘟房捷運蘆洲站停車場,25.091136,121.465716,小型車計時30元;小型車計時10元;小型車月租3500元;小型車月租2000元;機車計次20元;機車月租300元;,未提供,新北市蘆洲區三民路386號B1
NewTaipei,030019,中和國中停車場,24.986143,121.508558,小型車月租4000元;,未提供,新北市中和區興南路2段3巷17號
NewTaipei,040078,Times永和永貞路停車場,25.00733,121.509304,小型車計時80元;小型車月租8000元;,未提供,新北市永和區永貞路349號旁
NewTaipei,230034,台灣聯通八里龍形停車場,25.130928,121.451023,小型車計時50元;,未提供,新北市八里區龍形二街2-2號2樓/3-17號車格位
NewTaipei,100050,美麗新廣場淡海店停車場,25.199189,121.438761,小型車計時40元;小型車月租4000元;機車計次30元;機車月租600元;,未提供,新北市淡水區義山路2段301、303、305號B1、B2
NewTaipei,160032,金璽收費停車場,25.030855,121.42074,小型車月租4000元;機車月租500元;,未提供,新北市泰山區明志路3段510號B1/48~63、65~73、80號機車位、B2/117~126、138號及B3/40~54號汽車格位
NewTaipei,010228,鴻達停車場,25.02976,121.458529,小型車計時50元;小型車月租4500元;,未提供,新北市板橋區溪頭街陽光運動公園旁
NewTaipei,050132,A3新北產業園區站停車場,25.061749,121.460065,小型車計時30元;小型車月租2000元;身障車月租1000元;機車計次30元;機車月租300元;,未提供,新北市新莊區五工路37號
NewTaipei,050131,A4新莊副都心站停車場,25.059463,121.446114,小型車計時30元;小型車月租2000元;身障車月租1000元;機車計次30元;機車月租300元;,未提供,新北市新莊區新北大道4段188號
NewTaipei,160017,A5泰山站停車場,25.053036,121.439627,小型車計時30元;小型車月租2000元;身障車月租1000元;機車計次30元;機車月租300元;,未提供,新北市泰山區新北大道4段431號
NewTaipei,160018,A6泰山貴和站停車場,25.033323,121.422504,小型車計時30元;小型車月租2000元;身障車月租1000元;機車計次30元;機車月租300元;,未提供,新北市泰山區新北大道6段460號
NewTaipei,170052,A9林口站停車場,25.066247,121.361546,小型車計時30元;小型車月租2000元;身障車月租1000元;機車計次30元;機車計次300元;,未提供,新北市林口區八德路290號
NewTaipei,010287,Times板橋華江二路停車場,25.035157,121.475672,小型車計時80元;小型車月租8000元;,未提供,新北市板橋區華江二路與長江路3段1巷交叉口
NewTaipei,180009,Times深坑北深路二段停車場,25.002994,121.617919,小型車計時80元;小型車月租8000元;,未提供,新北市深坑區北深路2段81巷8弄10號旁
NewTaipei,090035,Times 三峽大德路停車場,24.945514,121.375521,小型車計時80元;小型車月租8000元;,未提供,新北市三峽區大德路157號旁
NewTaipei,020200,博客停車場開發股份有限公司迪卡儂三重場停車場,25.055198,121.489395,小型車計時50元;小型車計時60元;小型車月租5000元;機車計時10元;,未提供,新北市三重區集美街18號1樓及頂層
NewTaipei,010009,民權立體停車場,25.011985,121.460483,小型車計時30元;小型車月租3600元;身障車月租1800元;,未提供,新北市板橋區民權路89號
NewTaipei,050189,新北宏匯公共停車場,25.05915,121.449823,小型車計時40元;小型車月租4000元;,未提供,新北市新莊區新北大道4段3號B2~B3及B4/731~736、811~979號(856號現場無劃設)車格
NewTaipei,020011,三重區中山高架橋下(中山段)平面停車場,25.061519,121.482979,小型車計時30元;小型車月租3200元;身障車月租1600元;重型機車月租1500元;機車免費;,未提供,新北市三重區中山高架橋下方橋墩編號P35至P51
NewTaipei,020020,三重區環河快速高架橋下平面停車場,25.069682,121.504224,小型車計時30元;小型車月租3500元;身障車月租1750元;重型機車計時30元;重型機車月租1500元;機車計次10元;機車月租150元;身障機車月租75元;,未提供,新北市三重區河邊北街70號對面，位於環河北路近開元公園至環河北路128巷
NewTaipei,170022,家樂福林口店停車場,25.079937,121.372947,小型車計時80元;小型車月租8000元;,未提供,新北市林口區文化二路1段559號B2/745~803、805~833、835~879、70、71號車格位
NewTaipei,080032,168停車聯盟-鶯歌陶都場停車場,24.956783,121.348739,小型車月租8000元;機車月租800元;,未提供,新北市鶯歌區中山路151-1號B1、B2
NewTaipei,070073,昇順停車場,24.978984,121.415441,小型車月租4000元;,未提供,新北市樹林區福順街31號對面
NewTaipei,040069,永和花園停車場,25.001205,121.529291,小型車月租2000元;,未提供,新北市永和區環河東路4段20號對面高灘地
NewTaipei,040070,永和花園停車二場,25.00072,121.52937,小型車月租2000元;,未提供,新北市永和區環河東路4段20號對面高灘地
NewTaipei,060033,江陵春一期(B1F)停車場,24.982533,121.536436,小型車月租5000元;小型車計次100元;,未提供,新北市新店區民權路113號B1/406、413、417、424~436、445、447、448、456、461、463、467~474、477、479、482、489、490、491、493、496、497、503、508、518號車位
NewTaipei,010059,鴻金寶地下收費停車場,25.023231,121.425127,小型車計時80元;小型車月租6000元;,未提供,新北市新莊區民安路188巷5號B3/1~130號車格位
NewTaipei,030078,博客停車場景平站,24.992455,121.514775,小型車計時50元;小型車月租5500元;,未提供,新北市中和區景平路250、252、254、256、258、260號B2/1~13、17、21~28、34~44、50~130號車位
NewTaipei,060016,新店區廣明平面停車場,24.957424,121.539536,小型車計時30元;小型車月租4000元;身障車月租2000元;,未提供,新北市新店區北宜路1段39巷32號旁
NewTaipei,060003,新店北新公有停車場,24.968837,121.542903,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次10元;機車月租月租300元;身障機車月租150元;,未提供,新北市新店區北新路1段92號B1、B2
NewTaipei,010181,淡水民生立體停車場,25.137985,121.461516,小型車計時30元;身障車計時40元;小型車計時40元;身障車月租2000元;機車計次20元;機車月租300元;身障機車月租150元;,未提供,新北市淡水區民生路27-1號
NewTaipei,010243,音樂公園地下停車場,25.028321,121.480129,小型車計時30元;小型車月租4000元;身障車月租2000元;機車計次20元;機車月租300元;身障機車月租150元;,未提供,新北市板橋區大同街76號B1~B3
NewTaipei,270015,中角灣停車場,25.238771,121.633161,小型車計次60元;小型車計次120元;小型車月租2000元;身障車月租1000元;重型機車計次60元;重型機車計次120元;重型機車月租2000元;,未提供,新北市金山區海興路180之3 號對面
