停車場ID,停車場名稱,地址,即時剩餘車位
020243,聯永物業股份有限公司-三重六站停車場,新北市三重區重新路2段132號旁空地,-9
130131,Times土城清水路停車場,新北市土城區清水路82號對面,-9
130130,Times土城清水路第2停車場,新北市土城區清水路99巷9號對面,-9
050214,台灣聯通中誠停車場,新北市新莊區中誠街53巷30號對面,-9
030117,元隆捷運雙星停車場,新北市中和區板南路651號B3/1~23及207~228號車格位,-9
050120,碧瑤峰範停車場,新北市新莊區福美街16號B1,-9
140011,蘆洲區鷺江國民小學地下室一、二樓停車場,新北市蘆洲區民族路7號B1、B2,-9
020171,宏達經營管理顧問有限公司慈濟停車場,新北市三重區中正北路450號後方空地,-9
090057,嘟嘟房三峽大德站停車場,新北市三峽區大德路181號旁停車場,-9
010221,叭叭房新板傑仕堡A停車場,新北市板橋區文化路1段188巷51號、53號B1、B2/12~32、34~40號車位及B3,42
010223,叭叭房新板傑仕堡B停車場,新北市板橋區文化路1段188巷59~69號B1~B3,39
100237,尚海商場停車場,新北市淡水區淡金路2、6、8、8-1、10、12、14號B1、B2/545~568、570~671、682~695、706~774、776~778號車格位,213
170118,永豐興林口民權停車場,新北市林口區民權路19號旁土地,-9
020177,Times三重秀江街停車場,新北市三重區秀江街231號旁,-9
010167,Times板橋龍山寺文化廣場停車場,新北市板橋區文化路2段242號B1~B3,-9
060155,容易庭新店法院停車場,新北市新店區大新街9巷17號,-9
060043,樺泰停車場,新北市新店區安業街231號,-9
020164,三重停八平面停車場,新北市三重區五谷王北街與興德路交叉口,0
040043,大家停車二場,新北市永和區民樂街31巷前堤外,-9
050013,新莊生命紀念館停車場,新北市新莊區壽山路162之1號1F及B1,-9
060083,里念停車場,新北市新店區安業街155號之2,-9
060030,寶安停車場,新北市新店區寶安街26號,-9
110018,新北市立青山國民中小學地下停車場,新北市汐止區莊敬街33號B1/1~17、25、27~32號車格位,-9
020191,轉角停車場,新北市三重區過圳街3號1樓對面停車場,-9
020137,三重興德站停車場,新北市三重區五谷王北街171號旁空地,-9
020209,三重頂文二街停車場,新北市三重區頂文二街與疏洪西路交叉口空地,-9
150049,福聖停車場,新北市五股區成泰路1段98巷30號之2,-9
080023,鶯歌國民小學第一停車場,新北市鶯歌區尖山埔路106號,29
050092,Times新莊中正路停車場,新北市新莊區中正路708-5號旁,-9
100238,Times淡水濱海路一段停車場,新北市淡水區濱海路1段298號,-9
160046,俊行記停車場,新北市泰山區泰林路2段93巷3號B1,-9
230036,八里文化公園停車場,新北市八里區博物館路與忠孝路交叉口停車場,161
020019,新北市立聯合醫院三重院區停車場,新北市三重區新北大道1段3號1樓/3~34、37~39、43~51、83、87~99號汽車位，1~86號機車位及新北大道1段3-1號B2、B3/1~20、22~42號汽車位,30
020018,淡水河畔公園停車場,新北市三重區環河北路堤外中山高速公路高架橋下之河川高灘地,45
060156,Times新店中正路第2停車場,新北市新店區中正路329巷1弄2號對面,-9
020138,晉呈資產管理有限公司神農四停車場,新北市三重區五谷王北街與五谷王北街27巷交叉口旁空地,-9
060015,文山國民中學停車場,新北市新店區文中路38號綜合大樓1、2樓,-9
050149,大漢橋下新莊端機車停車場,新北市新莊區思源路與環漢路2段交叉口旁,354
270018,台灣聯通金山停車場,新北市金山區忠孝一路76號對面空地,-9
270017,百里亭金山場停車場,新北市金山區中山路88號旁空地,-9
070017,三多國民中學停車場,新北市樹林區三多路101號1樓,-9
030004,中和區中和國小地下停車場,新北市中和區景平路632-8號B1-B2,118
030150,中和區秀峰段平面停車場,新北市中和區秀峰街與秀峰街19巷口,15
020102,文中小平面停車場,新北市三重區新北大道1段159號對面停車場,94
170076,長耀挹品停車場,新北市林口區文化三路2段61號B1、B2,-9
030168,中和區景平路平面停車場,新北市中和區景平路446號旁空地,1
080025,鶯歌區三號公園平面停車場,新北市鶯歌區建國路253號之尖山埔區及重慶街30號旁之重慶區,35
050197,中悦IFC收費停車場,新北市新莊區中原路552-1號B1/348~370號車格,-9
150031,Times五股新城三路停車場,新北市五股區新城六路263號對面,-9
050139,Times新莊中正路第2停車場,新北市新莊區中正路649號旁,-9
070078,Times樹林惠生保安婦幼停車場,新北市樹林區保安街1段190號B1、B2,-9
060039,臺北科學城停車場,新北市新店區北新路3段213號B2~B4/1~366號格位,-9
130133,土城中央停車場,新北市土城區中央路3段281巷19號對面空地,-9
040028,台灣聯通永一停車場,新北市永和區永和路2段116號B1,-9
030093,Times中和建康路第2停車場,新北市中和區建康路128號旁,-9
060062,安德停車場,新北市新店區安德街139號旁空地,-9
120014,瑞芳區後火車站平面停車場,新北市瑞芳區瑞芳街54號對面,25
170119,萬寮停車場,新北市林口區粉寮路2段146號,-9
050069,博客停車-寶雅新莊四維停車場,新北市新莊區龍安路252號1樓1~19號車格位,-9
050273,Times新莊天祥街停車場,新北市新莊區天祥街138號旁,-9
080067,Times鶯歌仁愛路第2(月租)停車場,新北市鶯歌區仁愛路17號對面,-9
080066,Times鶯歌仁愛路停車場,新北市鶯歌區仁愛路17號對面,-9
170120,MITSUI OUTLET PARK 林口二館收費停車場,新北市林口區文化二路1段123號B1、4F及頂樓,1089
010266,板橋區忠孝國中地下停車場,新北市板橋區重慶路168號B1、B2,76
010024,華東停車場,新北市板橋區南雅南路2段144巷88號對面空地,70
040003,永和國小地下停車場,新北市永和區中正路299號B1、B2,36
010168,都匯中心地下停車場,新北市板橋區中山路2段443巷77號B1~B3,-9
140074,Times蘆洲長興路第2停車場,新北市蘆洲區長興路71號旁,-9
140057,Times蘆洲長榮路第2停車場,新北市蘆洲區長榮路106號旁,-9
010018,板橋區府中立體停車場,新北市板橋區西門街59號,32
050148,新莊區廣停一機車停車場,新北市新莊區新知六路與福慧路交叉口,177
050008,新莊國中地下停車場,新北市新莊區景德路138號B1、B2,33
050011,後港新公園地下停車場,新北市新莊區後港一路19號B2及B3,15
140044,蘆洲仁愛立體停車場,新北市蘆洲區民權路141號,139
070079,樹林區長壽公園地下停車場,新北市樹林區樹德街40號B1~B3,40
080068,二橋國小戶外停車場,新北市鶯歌區中正三路106號1樓,-9
170095,永豐興林口中山停車場,新北市林口區中山路667號旁,-9
080035,Times鶯歌文化路停車場,新北市鶯歌區文化路309號旁,-9
010180,Times板橋忠孝路停車場,新北市板橋區忠孝路263號對面,-9
130014,土城區綜合體育場附設停車場,新北市土城區裕民路193-1號,-9
100239,名軒海樂地B1地下停車場,新北市淡水區沙崙路2段707號B1,-9
110075,嘟嘟房金龍市場站停車場,新北市汐止區中興路與民族六街交叉口,-9
040080,茂霖停車場,新北市永和區福和橋下福和市集東北側後方,-9
080069,Times鶯歌車站前第2停車場,新北市鶯歌區建國路33號旁,-9
080070,Times鶯歌行政路(月租)停車場,新北市鶯歌區行政路89號旁,-9
090020,好庭車三峽北大停車場,新北市三峽區國際一街120號旁空地,-9
010014,民生公園地下停車場,新北市板橋區民生路1段30號B1,11
070080,城市車旅樹林福順停車場,新北市樹林區福順街2號旁空地,-9
170074,林口世大運選手村社會住宅地下停車場A區,新北市林口區仁愛路2段496、498、500號、民治路1、3號及文化二路1段392號地下1層與2層合併空間,161
170071,林口世大運選手村社會住宅地下停車B區,新北市林口區仁愛路2段492號及文化一路1段201、203、205、207號地下1層與2層合併空間,164
170072,林口世大運選手村社會住宅地下停車場C區,新北市林口區文化一路1段186、190巷6、8號及仁愛路2段196、198、200、202號地下1層與2層合併空間,168
170073,林口世大運選手村社會住宅地下停車場D區,新北市林口區文化一路1段140、142、146、148、150、152、156、158、160、162、166號地下1層及2層合併空間,577
100227,文強新民停車場,新北市淡水區新民街19巷巷口空地,-9
110009,神通資訊科技股份有限公司汐科火車站停車場,新北市汐止區大同路2段312巷至184巷間汐止高架橋鐵路下方,-9
140075,Times蘆洲長樂路第5停車場,新北市蘆洲區長樂路27號旁,-9
170121,林口區行政園區平面停車場,新北市林口區忠孝二路55號旁,38
040024,好庭車永和停車場,新北市永和區警光街5-1號,-9
050119,Times  新莊福德一街停車場,新北市新莊區福德一街33號旁,-9
050057,Times新莊中原路第6停車場,新北市新莊區中原路255號對面,-9
040034,秀朗福利站附設平面停車場,新北市永和區永利路248號附設平面停車場,-9
020038,正義國小地下停車場,新北市三重區信義西街31號B1、B2、B3,9
050274,新莊中正路機車停車場,新北市新莊區中正路80號旁,-9
170079,博客停車-寶雅林口仁愛場停車場,新北市林口區育林街2、6號/2~9號車格位,-9
100017,淡水馬偕紀念醫院附設收費停車場,新北市淡水區民權路47號/馬偕樓B2、B3及綜研大樓1F、B1、B3,39
140007,蘆洲區成功地下停車場,新北市蘆洲區長安街222號B1、B2,41
140062,蘆洲區永康公園地下停車場,新北市蘆洲區長安街222之1號B1~B3,10
140013,蘆洲區民權平面停車場,新北市蘆洲區民權路6號旁,8
170080,博客停車-寶雅林口文化場停車場,新北市林口區文化三路1段107號,-9
110080,立特明峰停車場,新北市汐止區民族二街與明峰街交叉口北側空地,-9
050275,168停車聯盟-新莊富貴場停車場,新北市新莊區富貴路500、502號B1~B4,-9
070081,圳民停車場,新北市樹林區俊保路43號前空地,-9
030170,中和區健康段機車平面停車場,新北市中和區中山路2段355巷中央公園內,-9
030009,中和區錦和運動公園停車場,新北市中和區錦和路352號1樓及B1、B2,114
040023,大誠停車場,新北市永和區民權路102號B1,-9
270019,Times金山老街停車場,新北市金山區忠孝一路52號對面,-9
060115,新店中央平面停車場,新北市新店區斯馨路往央北二路400公尺處,-9
100051,Times淡金北新站停車場,新北市淡水區北新路221號旁,-9
020016,三重區龍門公園地下停車場,新北市三重區公園街32號,82
010135,潤智停車場,新北市板橋區大觀路3段50巷50號旁空地,-9
130134,員和青年社會住宅地下停車場,新北市土城區莊園街155號B1~B3,-9
060159,央北青年社會住宅地下停車場,新北市新店區中山路137號B1、B2,-9
160048,同榮492停車場,新北市泰山區明志路1段492巷18號對面,-9
130056,土城區莒光四村平面停車場,新北市土城區中央路1段189巷口南側,62
130003,土城區員林平面停車場,新北市土城區中正路67巷26號對面,15
130048,土城區明德平面停車場,新北市土城區延吉街及永豐路交界處,0
130008,土城區永豐平面停車場,新北市土城區立德路113號,19
130051,土城區大安平面停車場,新北市土城區大安路20號對面,8
010004,民生花市平面停車場,新北市板橋區民生路2段200及207號對面,49
020232,便利停車場三重三站,新北市三重區中正北路29號B1,-9
150051,五股區成德平面停車場,新北市五股區成泰路3段544-1號旁,8
150050,五股區芳洲平面停車場,新北市五股區芳洲路及新五路2段交叉口旁橋下,14
090068,Times三峽中山路第2停車場,新北市三峽區中山路287號旁停車場,-9
020114,翔譽A+停車場,新北市三重區成功路100號B1、B2,-9
030171,中和區公所洽公平面機車停車場,新北市中和區南山路4巷3號旁,-9
090041,禮頓企業有限公司國際二街停車場,新北市三峽區國際二街39號旁空地,-9
110029,汐止茄苳路停車場,新北市汐止區茄苳路12號旁空地,-9
160001,泰山區山腳平面停車場,新北市泰山區憲訓路與美寧街交會處,5
060017,中興低碳立體停車場,新北市新店區中興路3段6號,68
050276,市達停車場西盛街站,新北市新莊區西盛街362巷旁空地,-9
050277,新莊廣(停)三臨時平面停車場,新北市新莊區新樹路69號旁、新樹路67巷北側空地停車場,27
150034,五股區永安橋下平面停車場,新北市五股區中興路與臺64高架橋交叉口,16
160014,泰山區台貿三村平面停車場,新北市泰山區半山雅路2號前,17
110006,汐止區城中平面停車場,新北市汐止區建成路78號對面,67
050085,TimesUNIQLO新莊中正路店停車場,新北市新莊區中正路52號,8
060161,嘟嘟房新店北新站停車場,新北市新店區北新路3段51號B1，請由北新路3段65巷13弄進出,-9
140056,Times蘆洲水湳街停車場,新北市蘆洲區水湳街257號旁,-9
160049,俥萊信華場停車場,新北市泰山區信華一街453號旁空地,-9
020014,三重區五常公園地下停車場,新北市三重區五華街7巷30號B1,0
020058,三重區厚德國小地下停車場,新北市三重區忠孝路1段70號B1,5
010106,大漢暨長江機車平面停車場,新北市板橋區民生路3段109號對面,61
010053,第一運動場地下及海山路平面停車場,新北市板橋區漢生東路278號B1/2、4~7、10~13、15、36~65號及1樓停車格位,3
130136,土城板院段平面停車場,新北市土城區學府路1段23巷與99巷交叉口,18
170122,林口力行停車場,新北市林口區文化三路2段115巷93號對面空地,-9
030173,南山威力機車停車場,新北市中和區中山路2段291號B1、B2,-9
040081,Times永和豫溪街停車場,新北市永和區豫溪街110號旁,-9
050138,嘟嘟房五工1站停車場,新北市新莊區五工路95號旁/近機場捷運線新北產業園區站,-9
010295,民治第二停車場,新北市板橋區民治街81巷15號旁,-9
150045,五股新五路停車場,新北市五股區新五路3段25號對面,-9
080071,豐翊停車場,新北市鶯歌區大湖路26號旁,-9
090044,新北市三峽國民運動中心收費停車場,新北市三峽區文化路210巷12號1樓及B1,0
050137,驛林交通股份有限公司輔大醫療大樓站停車場,新北市新莊區中正路510號(輔仁大學國璽樓)B1/1~32、34、35、49~54、57~97、*1~*23、*27、*30~*59號車格位,-9
060087,新店區民安段臨時平面停車場,新北市新店區安民街78號旁,26
060086,新店區安和臨時平面停車場,新北市新店區安民街168巷對面,24
060160,新店區陽光段平面停車場,新北市新店區安和路2段與安業街口,8
020061,忠孝碼頭停車場,新北市三重區忠孝橋下高灘地臨時停車場/環河南路與大同南路交叉口附近,25
010123,市立殯儀館停車場,新北市板橋區中正路560號殯儀館附屬平面停車空間,-9
060111,新和臨時平面停車場,新北市新店區永安街109巷27號旁,12
020247,宏仁醫院收費停車場,"新北市三重區水漾路1段158號B1、B2/47~51,54~58號汽車位、B3、B4/1~15,18,19號汽車位",-9
040082,永和中興停車場,新北市永和區中興街88號旁,-9
060092,新店國校停車場,新北市新店區國校路30號對面空地,-9
110044,台灣科學園區停車場,新北市汐止區大同路一段237號B1/5~107、111~130、155~240號車格位,-9
140076,Times蘆洲三民路第7停車場,新北市蘆洲區三民路559號旁,-9
110100,汐止福泰大飯店停車場,新北市汐止區大同路1段128號B1,-9
140023,台灣聯通徐匯廣場停車場,新北市蘆洲區中山一路6、8號(代表號)地下3至6層,-9
090019,新北市市立殯儀館三峽火化場立體停車場,新北市三峽區介壽路3段260巷1號1、2樓/61~96號車格位及B1,-9
060064,新店高中運動中心停車場,新北市新店區中央路93號B1/1~6及11~26號車格位,-9
090045,北大國民小學停車場,新北市三峽區國光街100號B1,-9
100230,淡水中正路平面停車場,新北市淡水區中正路233號,2
230020,八里停六平面停車場,新北市八里區商港一路與商港九路交叉口,68
230021,八里停七平面停車場,新北市八里區商港一路及商港六路交叉口,34
230028,八里仁愛平面停車場,新北市八里區仁愛路80號對面空地停車場,-9
070082,Times樹林車站前停車場,新北市樹林區鎮前街35號後方,-9
040030,永安停車場,新北市永和區成功路1段80號B3,-9
010125,大庭段平面停車場,新北市板橋區國光路76號及156號旁空地,13
060067,矽谷溫泉會館停車場,新北市新店區中正路491-1號B1~B6,-9
030174,中和安邦社宅地下停車場,新北市中和區連城路142號B1/241~258、262~269、273~278號格位及B2、B3,-9
020024,三光國小地下室停車場,新北市三重區大同南路157號B1,-9
030031,中和區復興大樓地下停車場,新北市中和區南山路236號B1/1、2、4~7、9、10、14~21、25~28、31號車格位及B2/2~10、15~26、28~51號車格位,34
060022,中興停車場,新北市新店區中興路3段131號2樓及頂層,-9
130117,禾典土城站停車場,新北市土城區中正路151巷27號旁空地,-9
050278,市達停車場西盛街二站,新北市新莊區西盛街387巷旁空地,-9
050280,宏達經營管理顧問有限公司昌德停車場,新北市新莊區中原路228~236號右後方空地,-9
150027,六福新台北大樓立體停車場,新北市五股區五權五路27號,-9
080074,長揚停車場鶯歌站,新北市鶯歌區鶯歌路158號旁空地,-9
090069,長揚停車場三峽站,新北市三峽區國光街364巷14號對面空地,-9
010296,長揚停車場大觀2站,新北市板橋區大觀路2段1巷28號前方空地,-9
230017,中庄公有市場停車場,新北市八里區中山路1段109號B1,-9
010179,萬板一平面停車場,新北市板橋區懷德街235巷旁空地停車場,-9
060076,宏達經營管理顧問有限公司安坑停車場,新北市新店區安和路2段141號B1、1樓,-9
040013,中信平面汽車停車場,新北市永和區中興街88號對面空地,7
030158,雙和醫院雙和校區停車場,新北市中和區圓通路301號1F、2F、B1、B2,103
150044,勤華企業有限公司新城停車場,新北市五股區新城六路151號旁空地,-9
130137,新詠明德停車場,新北市土城區金城路2段80號旁空地,-9
210007,鞍部停車場,新北市三芝區大屯山鞍部登山口對面,25
210005,大屯2號停車場,新北市三芝區大屯自然公園旁,36
210004,大屯1號停車場,新北市三芝區大屯自然公園旁,27
210006,二子坪停車場,新北市三芝 區二子坪、大屯山車道入口處,25
030175,中和區大仁段平面停車場,新北市中和區大仁街與大勇街46巷交界處,8
010297,板橋民治文新平面停車場,新北市板橋區民治街57巷32-1號旁,-9
030088,和仁錦和收費停車場,新北市中和區錦和路388號1F及B1,-9
170123,Times林口惠民街停車場,新北市林口區惠民街30巷25號對面,-9
050086,Times新莊新泰路停車場,新北市新莊區新泰路122號旁空地,-9
110107,日月光社區停車場,新北市汐止區康寧街751巷13號1樓/10~20及23~35號車格位,-9
010124,江翠停五平面停車場,新北市板橋區中正路560號,-9
090030,禮頓企業股份有限公司北大學成二站停車場,新北市三峽區學成路159號旁,-9
050281,嘟嘟房新莊民樂站停車場,新北市新莊區民樂街66號旁空地,-9
060061,安康公有市場停車場,新北市新店區安康路2段120號B2,-9
010298,板橋民生環河平面停車場,新北市板橋區民生路3段/大漢橋親子遊戲場旁,130
020224,三重自強臨時平面停車場,新北市三重區自強路5段91號對面空地,72
020039,三重忠孝路臨時平面停車場,新北市三重區忠孝路3段84巷與洛陽街45巷交叉口,26
080050,鶯歌區公八公園平面停車場,新北市鶯歌區國華路與永明街交叉口,75
080051,鶯歌區三鶯轉運站南側平面停車場,新北市鶯歌區館前路與文化路交叉口/三鶯轉運站南側,30
080052,鶯歌區三鶯轉運站北側平面停車場,新北市鶯歌區館前路與文化路交叉口/三鶯轉運站北側,36
020217,三重興穀國小地下停車場,新北市三重區五谷王北街46號B1,15
130010,捷運永寧站轉乘停車場,新北市土城區中央路3段105號,74
070011,樹林區文林國民小學停車場,新北市樹林區千歲街59號1樓/1~39及60、61號車格位,-9
050218,Times新莊國家影視中心停車場,新北市新莊區文藝路2號B1,-9
050184,Times新莊化成路停車場,新北市新莊區化成路211巷1號之8旁,-9
160050,Times泰山壽山路停車場,新北市泰山區壽山路104號旁,-9
170051,環球購物中心林口A9停車場,新北市林口區文化三路1段2號B2、B3,-9
090070,大板根酒店本館地下室收費停車場,新北市三峽區插角里79號B2、B3,-9
050158,行政院新莊聯合辦公大樓停車場,新北市新莊區中平路439號B2/F11、F12、F15~F59、F62~F78、G1~G62、H1~H74、J1~J35、K56、K57、K64~K74號車格位,-9
030080,中和區和城路平面停車場,新北市中和區中正路501號旁,11
030015,中和區民安平面停車場,新北市中和區員山路455巷10號前空地,6
040044,永和區保生路平面停車場,新北市永和區保安路292號旁,24
030176,台灣科技公園停車場,新北市中和區建八路198號B1/6~11、376~380及392~399號車格位,-9
090071,滿月圓國家森林遊樂區停車場,新北市三峽區有木里179號,-9
230023,八里區下庄公有零售市場附設停車場,新北市八里區舊城路19號B1,-9
060162,新店溪洲園區停車場,新北市新店區溪洲路226號1樓/1~21號車格位,-9
010011,重慶公園地下停車場,新北市板橋區重慶路265號B1、B2,88
010219,環河公園臨時平面停車場,新北市板橋區板城路與南雅西路2段301巷41弄交叉口,21
010045,聖若望平面停車場,新北市板橋區南雅西路2段7巷底,7
010213,南雅西路環河平面停車場,新北市板橋區南雅西路2段175巷口,6
010043,國慶平面停車場,新北市板橋區重慶路277、279號對面,16
010033,英士路平面停車場,新北市板橋區新海路135巷口,7
050196,富貴中華社區停車場,新北市新莊區中華路1段43號B1/A區1~157號車格位,-9
100231,USPACE海洋都心停車場,新北市淡水區新市五路3段350號~400號B1、B2,-9
180005,深坑兒童遊戲場地下停車場,新北市深坑區平埔街3號B1、B2,103
010013,市民廣場地下停車場,新北市板橋區縣民大道二段22號B1-B3,111
180004,深坑埔新段平面停車場,新北市深坑區文化街17巷1號旁,34
160035,泰山區明志國民小學前庭平面停車場,新北市泰山區新生路2號,12
110085,Times汐止福德二路停車場,新北市汐止區福德二路125巷11號旁,-9
110082,Times汐止福德路停車場,新北市汐止區福德路26號旁,-9
010225,Times板橋篤行路三段第2停車場,新北市板橋區篤行路3段玉平巷81弄2號號旁,-9
060091,耕莘安康停車場,新北市新店區車子路15號B1~B5,-9
090072,Times三峽清水街停車場,新北市三峽區清水街291號旁,-9
160031,Times泰山全興福興停車場,新北市泰山區全興路與福興街交叉口,-9
170124,Times林口民富街停車場,新北市林口區民富街110號旁,-9
130123,土城沛陂停車場,新北市土城區三民路2號B1/1~170、177~294汽車位及1~325機車位,-9
010001,莊敬立體停車場,新北市板橋區莊敬路2號,66
010299,板橋黃石市場停車場,新北市板橋區北門街11號B1~B3,27
170090,林口信義路停車場,新北市林口區信義路136號旁空地,-9
010233,Times板橋文化路二段停車場,新北市板橋區文化路2段126號旁,-9
080073,新北市鶯歌國民運動中心收費停車場,新北市鶯歌區館前路250號1樓,-9
160051,仁星有限公司收費停車場,新北市泰山區全興路192號B1、B2/69~77號車格位,-9
060078,新環停車場,新北市新店區環河路181-1號旁空地,12
180008,嘟嘟房深坑站停車場,新北市深坑區北深路2段142號旁停車場,-9
170125,樺山企業頭湖二站停車場,新北市林口區文化三路2段115巷135號旁空地,-9
010300,板橋區成祥萬板平面停車場,新北市板橋區萬板路706號旁,-9
030007,民樂立體停車場,新北市中和區民樂路65號,45
030177,漢皇社區地下停車場,新北市中和區中山路2段299號B2/381號車格位,-9
170126,Times林口中山路停車場,新北市林口區中山路288號旁,-9
170127,Times林口仁愛路第3停車場,新北市林口區仁愛路1段659號旁,-9
040075,停佳安國光停車場,新北市永和區大新街73巷32號旁,-9
030087,中和地政事務所及稅捐稽徵處中和分處地下停車場,新北市中和區復興路278號B1~B3,12
120021,隔頂平面停車場,新北市瑞芳區瑞雙公路及瑞金公路口旁空地,5
100240,新市段平面停車場,新北市淡水區崁頂二路250號旁,29
130116,宏達經營管理顧問有限公司學士停車場,新北市土城區學士路413號斜對面空地,-9
020119,三重區光明公有零售市場所屬停車場,新北市三重區重安街70號1F及B1,4
020010,三重忠孝高架橋下重安段停車場,新北市三重區忠孝橋下墩柱P1至P21及P1至P3兩側汽車匝道,-9
020078,親水公園區停車場,新北市三重區疏洪十二路及疏洪一路交叉口,160
150018,微風運河2區停車場,新北市五股區疏洪一路土地公廟釣魚池旁,100
020071,荷花公園區停車場,新北市三重區疏洪十二路及疏洪一路交叉口,187
020068,觀光市集南側區停車場,新北市三重區重新橋南側/新莊堤外道路與疏洪十六路交叉口,287
270012,客萊停金山一場停車場,新北市金山區媽祖街(櫻花公園)旁空地,-9
270011,客萊停金山二場停車場,新北市金山區民生路與媽祖街交叉口空地,-9
100008,淡水三民立體停車場,新北市淡水區建設街6號,17
060010,新店區安康立體停車場,新北市新店區安康路2段120號4F~10F,31
020129,青年社會住宅三重1館停車場,新北市三重區環河南路125號B2~B3,-9
020128,青年社會住宅三重2館停車場,新北市三重區大同南路172巷28、30號B1~B3,-9
020144,青年社會住宅三重3館停車場,新北市三重區正義南路129號B2、B3,-9
090056,嘟嘟房三峽大德2站停車場,新北市三峽區大德路33號旁停車場,-9
050183,宏達經營管理顧問有限公司昌義停車場,新北市新莊區中央路與昌義路交叉口,-9
030178,Times中和建二路停車場,新北市中和區建二路64號旁,-9
160010,Times南亞科技停車場,新北市泰山區南林路115號旁,-9
050282,新莊新樹地下停車場,新北市新莊區新樹路753號B1/417~439號及B2/322~402、416號車格位,-9
150009,遙控賽車場區停車場,新北市五股區疏洪一路及疏洪十路交叉口,31
020083,陽光運河區停車場,新北市五股區疏洪一路及疏洪八路交叉口,65
020065,中山棒球場區停車場,新北市三重區疏洪十二路及東西向快速公路八里新店線交叉口,58
040067,珍珍停車場,新北市永和區民樂街31巷17弄對面堤外高灘地,-9
040072,福和停車場,新北市永和區福和橋下假日花市左方,-9
150019,微風運河3區停車場,新北市五股區疏洪一路近微風運河南側,80
150016,微風運河4區停車場,新北市五股區疏洪一路距離微風運河500公尺處,61
150015,微風運河5區停車場,新北市五股區成蘆橋距微風運河700公尺處,64
230004,永續環境教育中心停車場,新北市八里區觀海大道36號,-9
050114,Times新莊榮華路二段停車場,新北市新莊區榮華路2段(新莊聯合辦公大樓南棟對面)停車場,-9
170128,富山林口中山路停車場,新北市林口區中山路298號旁空地,-9
170097,禮頓企業有限公司林口中山站停車場,新北市林口區中山路490號旁空地,-9
050283,新莊丹鳳2站停車場,新北市新莊區鳳山街70號旁,-9
110108,Times汐止大同路二段停車場,新北市汐止區大同路2段199號旁,-9
060126,台灣聯通新店安光停車場,新北市新店區安光路75號B1/573~686號汽車位及435~452號機車位,-9
010263,客萊停板橋環翠場停車場,新北市板橋區環河西路4段699巷與環河西路4段799巷中間空地,-9
030132,中和區錦和平面停車場,新北市中和區錦和路115號旁,-9
030129,中和稽徵所與錦和派出所共構地下停車場,新北市中和區安邦街18、20號B1/1、2、7號及B2/1~8、10~22、24~36、38~109號車格位,-9
170130,城市車旅林口同學匯停車場,新北市林口區文化三路1段394巷12號旁空地,-9
060079,城市車旅新店安德二停車場,新北市新店區安德街64號對面空地,-9
060085,親情河濱公園2區停車場,新北市新店區環河路100號對面親情公園下方停車場,45
060047,親情河濱公園1區停車場,新北市新店區親情河濱公園高灘地,80
040014,綠寶石區停車場,新北市永和區中正橋下綠寶石區高灘地,123
040037,綠光河岸區停車場,新北市永和區中正橋下綠光河岸區高灘地,85
060068,萊茵區停車場,新北市新店區中安大橋下萊茵區高灘地,126
060021,陽光運動公園停車場,新北市新店區陽光橋下陽光運動公園區高灘地,82
040036,福和橋區停車場,新北市永和區福和水門正對面堤外停車場,136
010034,華江區停車場,新北市板橋區江子翠水門進入後左轉至華江橋間堤外高灘地,141
040066,長堤區停車場,新北市永和區民樂街31巷17弄對面堤外高灘地,19
030119,秀朗追風區停車場,新北市中和區秀朗橋下河濱籃球場旁空地,101
010178,領袖天下社區停車場,新北市板橋區四川路2段16巷1號B1、B2,-9
170129,Times林口文化三路一段停車場,新北市林口區文化三路1段191巷51號旁,-9
020112,美麗人生停車場,新北市三重區光復路1段45號B1、B2,-9
060164,新店區永安平面停車場,新北市新店區安和路3段46-14號,27
060163,新店區二十張平面停車場,新北市新店區二十張路231號,117
130139,Times土城中州路第2停車場,新北市土城區中州路52巷2弄2號對面,-9
230037,又綠有限公司台北港停車場,新北市八里區商港路與臨港大道交叉口空地,-9
030179,168停車聯盟-中和莊敬停車場,新北市中和區莊敬路40號空地,-9
080077,文強尖山路停車場,新北市鶯歌區尖山腳路260號空地,-9
010301,耀亭有限公司板橋幸福站停車場,新北市板橋區長江路1段25號旁空地,-9
050284,禮頓企業有限公司新莊思源路停車場,新北市新莊區思源路838號旁 空地,-9
050017,昌隆國小附設停車場,新北市新莊區昌隆街63號B1,-9
050235,新北產業園區服務中心停車場,新北市新莊區五工路95號,-9
170131,台灣聯通新林停車場,新北市林口區文化北路1段299巷69號旁空地,-9
050089,興偉承停車場,新北市新莊區新北大道7段498巷1號,-9
160043,Times南林科技園區立體停車場,新北市泰山區南林路123號,-9
100241,城市車旅漁人碼頭停車場,新北市淡水區中正路1段156巷10號旁空地,-9
160027,全聯泰山全興停車場,新北市泰山區全興路101號,-9
180007,深坑北深路平面停車場,新北市深坑區北深路3段165-1號旁空地,4
010230,江翠二平面停車場,新北市板橋區華江八路上應安停車場旁300公尺處,-9
140033,新峰向社區收費停車場,新北市蘆洲區長興路166號B1,-9
130099,萬應科技金城停車場,新北市土城區金城路1段與學府路交叉口50公尺處,-9
060070,勤華企業有限公司碧潭停車場,新北市新店區環河路19巷7號旁空地,-9
140058,Times蘆洲水湳街第2停車場,新北市蘆洲區水湳街297號旁,-9
