縣市,停車場ID,停車場名稱,緯度,經度,費率資訊,電動車充電樁,地址
Taipei,719,健康1區社會住宅地下停車場,25.05438,121.56408,"計時：小型車及大型重型機車30元/時，機車10元/時(當日單次停車最高收費上限20元/次，隔日另計)，全程以半小時計。月租：小型車全日5,250元/月，日間2,800元/月(07-20)，夜間2,450元/月(18-09)，大型重機2,625元/月，機車300元/月。",無,健康路285號(地下1至3層)
Taipei,783,小彎社會住宅地下停車場,25.05733,121.59432,"計時：小型車30元/時，機車10元/時(當日當次上限20元，隔日另計)，全程以半小時計。月票：小型車3,000元/月，機車300元/月。",無,向陽路246-250號地下1至3層
Taipei,089,春光公園地下停車場,25.04248,121.58098,"計時：小型車30元/時、機車10元/時(當日當次最高收費上限20元，隔日另計)，全程以半小時計費。月租：小型車全日6,600元/月、日間3,600元/月(07-19)、夜間3,600元/月(19-08)；機車300元/月。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元（未充電者合計每小時加收20元）。",無,忠孝東路5段666號地下1至3層
Taipei,188,松山車站地下停車場,25.0483,121.57846,"小型車：計時 週一至週四40元/時，週五至週日、行政機關放假之紀念日與民俗日50元/時，停車全程以半小時計，當日單次最高上限300元/日(隔日另計)；月租 全日4,800元/月，日間3,000元/月(07-19)。",無,松山路11號(南廣場B1)
Taipei,039,社園立體停車場,25.08958,121.50594,"小型車：計時 20元/時，停車全程以半小時計；月租 全日3,600元，夜間1,800元(18-08)。",無,延平北路6段180號
Taipei,031,附中公園地下停車場,25.03622,121.54246,"小型車(含大型重型機車)：計時 50元/時(08-21)，10元/時(21-08)，停車全程以半小時計；月租 全日5,760元。",無,復興南路1段340巷11號地下1至2層
Taipei,229,嘉興公園地下停車場,25.02166,121.55193,"小型車：計時 30元/時，全程以半小時計；月租 全日4,800元，大型重機2,400元/月。機車：20元/次，隔日另計；月租300元/月。",無,嘉興街373號地下室(共3層)
Taipei,640,萬華車站地下停車場,25.03363,121.50007,小型車：計時 週一~週五30元/時，週六、週日、行政機關放假之紀念日與民俗日40元/時，全程以半小時計;月租 全日4800元，進場30分鐘內離場免費，超過30分鐘以全價計收。,無,康定路382號地下1至2層
Taipei,016,中山堂地下停車場,25.04404,121.51058,"小型車：計時 週一~週五50元/時(08時~20時)，10元/時(20時~08時)，週六、週日、行政機關放假之紀念日與民俗日60元/時(10時~20時)，10元/時(20時~10時)，停車全程以半小時計；月租 全日4,800元，日間3,600元(07時~19時)，夜間1,000元(19時~08時)。",無,延平南路98號地下1至2層
Taipei,007,萬華國中地下停車場,25.02918,121.49957,"小型車(含大型重型機車)：計時 20元/時，停車全程以半小時計；月租 全日4,800元，日間2,800元(07時~19時)，夜間2,000元(19時~08時)。機車：20元/次；月租300元/月。",無,西藏路201號地下
Taipei,785,廣慈社會住宅2區地下停車場,25.03862,121.58102,"計時：小型車30元/時、機車10元/時(當日當次最高上限20元)，全程以半小時計費。月租：小型車全日4,800元/月、機車全日300元/月。",無,福德街84巷50、56號地下1-4層
Taipei,086,振興公園地下停車場,25.11877,121.52323,"計時：小型車40元/時(08-23時)，20元/時(23-翌日08時)；機車10元/時，當日最高收費上限20元(隔日另計)；全程以半小時計費，停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)。月租：全日小型車4,200元/月，夜間(19-08時)2,000元/月，機車300元/月。",無,天母西路112號地下室(地下共3層)
Taipei,036,大豐公園地下停車場,25.13113,121.5042,"小型車：計時 40元/時(07時~22時)，10元/時(22時~07時)，全程以半小時計；月租 全日4,000元。",無,大興街145號地下
Taipei,032,西松高中地下停車場,25.05582,121.56608,"小型車：計時 30元/時(08時~22時)，10元/時(22時~08時)，全程以半小時計；月租 全日5,250元，日間2,800元(07時~20時)，夜間2,450元(18時~09時)。",無,健康路325巷19弄1號地下
Taipei,090,萬板地下停車場,25.02862,121.49126,"計時：小型車及大型重型機車30元/時，全程以半小時計費。月租：小型車全日5,200元/月、日間3,600元/月(07-19)；大型重型機車全日月票2,600元/月。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元（未充電者合計每小時加收20元）。",無,艋舺大道462號地下1至2層
Taipei,049,大業立體停車場,25.13774,121.50281,"小型車：計時 30元/時，停車全程以半小時計；月租 全日3,000元。",無,大業路745號
Taipei,059,市民大道林金段停車場,25.04686,121.52792,"小型車(含大型重型機車)：計時 週一~週五(09時~18時)30元/時，(18時~09時)20元/時，週六、週日、行政機關放假之紀念日與民俗日20元/時，全程以半小時計;月租 全日3,600元，日間2,400元(07時~19時)，夜間1,000元(週一至週五19時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)，大型重機1,800元/月",無,市民大道2段(林森北路至金山北路)地下1-2層
Taipei,074,偶戲博物館地下停車場,25.04704,121.56176,"小型車：週一至週五30元/時，週六、週日、行政機關放假之紀念日與民俗日40元/時，停車全程以半小時計；月租：全日5,400元，夜間2,400元(19-08)。機車：10元/時，當日當次停車最高收費上限20元/次，隔日另計；月租300元。本場常因配合大巨蛋活動調整費率為80元/時，請參閱現場費率調整公告。",無,市民大道5段99號地下1層
Taipei,081,康樂立體停車場,25.07216,121.6191,"計時：30元/時，停車全程以半小時計。月租：全日4,000元/月。",無,康樂街138號
Taipei,034,辛亥國小地下停車場,25.00602,121.55845,"小型車：計時 20元/時(08時~18時)，10元/時(18時~08時)，停車全程以半小時計；月租 全日3,840元。",無,辛亥路4段103號地下共2層
Taipei,048,信義廣場地下停車場,25.03306,121.56643,"小型車：計時 週一~週五50元/時(08時~22時)，10元/時(22時~08時)，週六、週日、行政機關放假之紀念日與民俗日60元/時(08時~22時)，10元/時(22時~08時)，；月租 全日4,800元，日間3,500元(07時~20時)，夜間500元(21時~08時)。機車：20元/次，隔日另計；月租300元/月。",無,信義路5段11號地下
Taipei,107,信義國小地下停車場,25.03183,121.56246,"小型車：計時 40元/時，全程以半小時計；月租 全日5,000元，日間3,000元(07時~19時)，夜間2,400元(19時~08時)。機車：20元/次，隔日另計；月租300元/月。",無,松勤街60號地下
Taipei,058,市民大道中林段停車場,25.0479,121.52273,"小型車(含大型重型機車)：計時 週一~週五(09時~18時)30元/時，(18時~09時)20元/時，週六、週日、行政機關放假之紀念日與民俗日20元/時，全程以半小時計;月租 全日3,600元，日間2,400元(07時~19時)，夜間1,200元(週一至週五19時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)，大型重機1,800元/月",無,市民大道2段(中山北路至林森北路)地下1-2層
Taipei,109,湖興立體停車場,25.06771,121.5904,"計時：30元/時(07-22)，10元/時(22-07)，停車全程以半小時計。月租：全日3,600元/月，夜間1,500元/月(19-08)。",無,成功路2段322號
Taipei,114,景美國小地下停車場,24.98854,121.54026,"計時：小型車及大型重型機車20元/時，停放充電格位30元/時，停放充電格位未充電40元/時，全程半小時計費。月租：小型車全日月票4,800元、日間月票2,000元(07-19)、夜間月票1,200元(19-08)；大型重型機車全日月票2,400元；機車全日月票300元。計次：機車20元/次，隔日另計。",無,景文街142巷2號地下(地下3層
Taipei,044,青年公園高爾夫球場地下停車場,25.02491,121.50729,"小型車(含大型重型機車)：計時 30元/時，停車全程以半小時計；月租 全日4,800元，夜間2,400元(18時~08時)。機車：20元/次，隔日另計；月租300元/月。",無,國興路5號地下
Taipei,195,臺北製糖所文化園區地下停車場,25.03355,121.49432,"小型車(含大型重型機車)：計時 20元/時，停車全程以半小時計；月租 全日4,800元。",無,大理街160巷2號地下
Taipei,128,萬興國小地下停車場,24.98945,121.57666,"小型車：計時 週一~週五20元/時，週六、週日、行政機關放假之紀念日與民俗日30元/時(08時~20時)，20元/時(20時~08時)，全程以半小時計；月租 全日3,500元，日間1,800元(08時~20時)，夜間2,000元(週一至週五20時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)，大型重機1,750元/月。機車：20元/次，隔日另計；月租300元/月。",無,秀明路2段116號地下
Taipei,165,玉成公園地下停車場,25.0418,121.58691,"小型車：計時 20元/時，全程以半小時計；月租 全日4,800元，夜間2,400元(週一至週五19時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)，大型重機2,400元/月。機車：20元/次，隔日另計；月租300元/月。",無,成福路118號地下
Taipei,053,民生立體停車場,25.05838,121.55957,"小型車：計時 30元/時，全程以半小時計，全日雙月票11,520元。",無,民生東路5段84號
Taipei,718,青年一期社會住宅地下停車場,25.02026,121.50346,"小型車(含大型重型機車)：計時 30元/時，停車全程以半小時計；月租 全日4,800元，大型重機4,800元/月。機車：月租300元/月。",無,青年路188號地下1至2層
Taipei,829,安康公車調度站臨時平面停車場,25.06733,121.61321,"小型車：計時 20元/時(09時~17時)，全程以半小時計，其餘時段不收費；月租 日間4,000元(09時~17時)。機車：20元/次，星期六及星期日09時至17時(當日當次，其餘時段不收費)。",無,五分街12號旁空地
Taipei,002,松壽廣場地下停車場,25.03715,121.56641,小型車：計時 週一~週五(09時~22時)30元/時，(22時~09時)10元/時，週六、週日、行政機關放假之紀念日與民俗日(09時~22時)60元/時，(22時~09時)10元/時，全程以半小時計;月租 全日4200元，夜間1000元(19時~08時),無,松智路15號（地下共3層）
Taipei,087,民有市場地下停車場,25.06083,121.54674,"小型車：計時 30元/時，停車全程以半小時計；月租 全日5,750元，夜間3,200元(19時~08時)。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,民權東路3段140巷15號地下
Taipei,713,新奇岩社會住宅地下停車場,25.12326,121.50334,"小型車(含大型重型機車)：30元/時，停車全程以半小時計；月租全日4,600元，大型重機2,300元。機車：10元/時，當日當次停車最高收費上限20元/次，隔日另計；月租300元。",無,磺港路261號地下層（共三層）
Taipei,103,南港國小地下停車場,25.05659,121.61129,"小型車：計時 週六、週日、行政機關放假之紀念日與民俗日20元/時，週一~週五30元/時(08時~20時)，20元/時(20時~08時)，；月租 全日4,800元，日間3,500元(08時~20時)，夜間1,000元(週一至週五19時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)，大型重機2,400元/月。機車：20元/次，隔日另計；月租300元/月。",無,興東街59號地下
Taipei,001,府前廣場地下停車場,25.03653,121.56211,小型車：計時 (09時~18時)30元/時，(18時~09時)10元/時，全程以半小時計;月租 全日4200元，夜間1000元(週一至週五19時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)。機車：機車收費10元/時，當日單次停車最高收費上限20元/日，隔日另計;機車月租300元/月,無,松壽路1號(地下共2層)
Taipei,018,洛陽綜合立體停車場,25.04771,121.50568,"小型車(含大型重型機車)：計時 週一~週五20元/時(08時~22時)，10元/時(22時~08時)，週六、週日、行政機關放假之紀念日與民俗日20元/時(08時~10時)，30元/時(10時~22時)，10元/時(22時~08時)，停車全程以半小時計；月租 全日4,000元，日間2,400元(07時~20時)，夜間900元(20時~07時)。機車：20元/次，隔日另計；月租300元/月。",無,環河南路1段1號
Taipei,124,社子國小地下停車場,25.09134,121.50216,"小型車(含大型重型機車)：20元/時，停車全程以半小時計；月租全日3,500元，日間2,000元(08-18)，夜間1,800元(19-08)，大型重機1,750元。機車：10元/時，當日當次停車最高收費上限20元/次，隔日另計；月租300元。",無,延平北路6段308號地下1至3層
Taipei,096,石牌國小地下停車場,25.11452,121.51314,"小型車(含大型重型機車)：30元/時，停車全程以半小時計；月租全日4,600元，日間3,000元(07-19)，夜間2,000元(19-08)，大型重機2,300元。機車：10元/時，當日當次停車最高收費上限20元/次，隔日另計；月租300元。",無,致遠二路80號地下1至3層
Taipei,072,福林公園地下停車場,25.09595,121.53069,"小型車：計時 30元/時，停車全程以半小時計；月租 全日4,800元。機車：20元/次；月租300元/月。",無,中正路17號地下
Taipei,022,五分埔公園地下停車場,25.04676,121.58028,"小型車：計時 週一、週二、週三、週四40元/時，週四、週六、週日、行政機關放假之紀念日與民俗日50元/時，；月租 全日4,000元，夜間3,000元(19時~08時)，大型重機2,000元/月。",無,中坡北路57號地下
Taipei,020,百齡高中地下停車場,25.08583,121.52359,"小型車：計時週一至週四10元/時(0-9)，40元/時(9-22)，10元/時(22-24)，週五至週日及行政機關放假之紀念日與民俗日50元/時(0-2)，10元/時(2-8)，30元/時(8-12)，週五至週日及行政機關放假之紀念日與民俗日50元/時(12-24)，停車全程以半小時計；月租日間2,500元(7-19)，夜間1,500元(21-8)。",無,承德路4段175號地下
Taipei,043,興中立體停車場,25.05624,121.60678,"小型車：計時 20元/時，；月租 全日3,000元。機車：20元/次，隔日另計；月租300元/月。",無,興中路44巷1號
Taipei,372,八德立體停車場,25.04959,121.5714,"小型車：計時 週五、週六、週日、行政機關放假之紀念日與民俗日50元/時，週一、週二、週三、週四40元/時，全程以半小時計;月租 全日4,800元，大型重機2,400元/月。機車：機車收費10元/時，當日單次停車最高收費上限20元/次，隔日另計;機車月租300元/月",無,八德路4段580號(地下1層及地上10層)
Taipei,092,濱江國中地下停車場,25.07956,121.56168,"小型車：計時 (08時~18時)20元/時，(18時~08時)10元/時，最高上限30元/日，隔日另計，全程以半小時計;月租 全日2,500元，日間1,500元(07時~20時)，夜間500元(18時~08時)。機車：機車收費10元/時，隔日另計，以24時為基準;機車月租300元/月",無,樂群二路266巷1號地下
Taipei,003,臺北市災害應變中心地下停車場,25.02885,121.5659,"小型車：計時 30元/時，；月租 全日5,000元。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,莊敬路391巷11弄2號地下
Taipei,249,啟聰學校地下停車場,25.07425,121.512,"計時：小型車30元/時，全程半小時計費。月租：小型車全日月票4,800元；機車全日月票300元。計次：機車20元/次，隔日另計。",無,延平北路4段205號地下1層
Taipei,067,雙園國中地下停車場,25.02782,121.49158,"小型車(含大型重型機車)：計時 30元/時(08時~22時)，10元/時(22時~08時)，停車全程以半小時計；月租 全日5,200元。",無,西園路2段320巷55弄3號地下
Taipei,105,玉成國小地下停車場,25.05329,121.59293,"計時：小型車/大重機30元/時(8-18)，20元/時(18-08)，停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)；機車10元/時，當日當次最高收費上限20元(隔日另計)，全程以半小時計費。月租：小型車全日2,500元/月，日間2,000元/月(8-20)，大重機1,250元/月，機車全日300元/月。",無,昆陽街23號地下(地下共2層)
Taipei,078,洲子立體停車場,25.07946,121.56935,"小型車：計時 週一~週五40元/時(08時~20時)，週一~週五10元/時(20時~08時)，最高上限50元/日，隔日另計，全程以半小時計，夜間月票1,000元/月(周一至周五15時-翌日上午1時及周六、日與行政機關放假之紀念日、民俗日使用)。",無,瑞光路513巷22弄2號
Taipei,080,龍門國中地下停車場,25.02407,121.53803,"小型車(含大型重型機車)：計時 30元/時，停車全程以半小時計；月租 全日4,320元，日間2,700元(07時~19時)，夜間1,800元(19時~08時)，大型重機2,160元/月。機車：20元/次，隔日另計；月租300元/月。",無,建國南路2段269號地下
Taipei,060,台北時代寓所地下平面停車場,25.04437,121.5228,"一、計時：小型車60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、計次：機車30元/次。三、月租：小型車10,000元/月，機車：600元/月。",無,林森南路7號地下1-3層
Taipei,088,三張里地下停車場,25.03067,121.56693,"小型車：計時 30元/時，停車全程以半小時計；月租 全日5,000元，夜間2,600元(19時~08時)，大型重機2,500元/月，小型車臨停費率同大型重機；電動汽車充電另收充電服務費，採以度計費。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,松平路81號地下室(地下共3層)
Taipei,102,承德公園地下停車場,25.08975,121.52227,"計時：小型車及大型重型機車周一至周四(0-9、22-24)10元/時、(9-22)40元/時；小型車周五至周日與行政機關放假之紀念日與民俗日(0-8)10元/時、(8-12)30元/時、(12-24)50元/時；機車10元/時，機車當日當次收費上限20元(隔日另計)，全程以半小時計費。月租：小型車全日4,800元/月、日間(7-19)2,000元/月；機車全日300元/月；大型重型機車全日2,40",無,基河路150號地下（地下共2層）
Taipei,030,大稻埕公園地下停車場,25.05837,121.5105,"計時：周一至五40元/時(08-19)，10元/時(19-翌日08)，周六至周日、政府行政機關放假之紀念日、民俗節日50元/時(08-19)，10元/時(19-翌日08)，全程以半小時計費。月票：全日5,760元/月，夜間2,000元/月(19-翌日08)。",無,歸綏街243號地下
Taipei,097,海光公園地下停車場,25.08093,121.50842,"小型車：計時 20元/時，全程以半小時計；月租 全日4,200元，夜間1,500元(19時~08時)。",無,葫蘆街83號地下
Taipei,005,立農公園地下停車場,25.11855,121.50308,"小型車：計時 30元/時，全程以半小時計；月租 全日4,800元，日間2,800元(07時~19時)，夜間2,000元(19時~08時)，大型重機2,400元/月。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,承德路7段372號地下層
Taipei,042,建成國中地下停車場,25.05165,121.51974,"計時：小型車/大重機50元/時(08-22)，10元/時(22-08)，機車10元/時(當日最高上限30元，隔日另計)。月租：小型車全日7,200元/月，日間4,800元/月(08-19)，夜間2,400元/月(09-08)；機車300元/月。",無,長安西路37號之一地下
Taipei,193,松山國小地下停車場,25.05036,121.57852,"小型車：計時 週一、週二、週三、週四40元/時，週四、週六、週日、行政機關放假之紀念日與民俗日50元/時，；月租 全日4,800元，夜間2,000元(19時~08時)，大型重機2,400元/月。機車：20元/次；月租300元/月。",無,八德路4段746號
Taipei,056,大安森林公園地下停車場,25.03185,121.53733,"小型車：計時 週一~週五20元/時(08時~23時)，10元/時(23時~08時)，週六、週日、行政機關放假之紀念日與民俗日40元/時(08時~23時)，10元/時(23時~08時)，全程以半小時計；月租 全日4,200元，日間2,800元(07時~19時)，夜間2,000元(18時~08時)。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,建國南路2段2號地下
Taipei,027,景華公園地下停車場,24.99518,121.54375,"計時:小型車/大重機20元/時，全程以半小時計費。月租:全日4,800元/月、日間2,400元/月(07-19)、夜間1,500元/月(19-08)。充電格位：計時/月票車輛使用時段加收10元/時，依設備自動判斷未充電者再加收10元/時（未充電者合計每小時加收20元）。",無,景華街55號地下(地下共2層)
Taipei,033,進安公園地下停車場,25.04604,121.5377,"計時：30元/時，全程以半小時計費。月租：全日4,800元/月，日間：3,000元/月(07-20)，夜間2,000元/月(20-07)。",無,八德路2段158號地下1至3層
Taipei,073,林森公園地下停車場,25.05235,121.52643,"計時:小型車：週一至五30元(08-24)、10元(24-08)，週六、日與行政機關放假之紀念日、民俗節日40元(08-24)、10元(24-08)；停放於充電格位之車輛，加收10元/時，依設備自動判斷未充電者再加收10元/時（未充電者合計加收20元/時），全程半小時計；大型重型機車比照小型車費率。月租：小型車全日4,200元，日間3,200元(07-19)，夜間1,200元/月(19-08)。",無,南京東路1段35號地下
Taipei,113,興隆公園地下停車場,25.0007,121.55136,"小型車：計時 20元/時，全程以半小時計；月租 全日4,800元。機車：20元/次，隔日另計；月租300元/月。",無,仙岩路128號地下
Taipei,120,世貿公園地下停車場,25.05782,121.6151,"小型車：計時 20元/時，全程以半小時計；月租 全日4,800元，日間3,000元(08時~20時)，夜間1,000元(週一至週五19時~08時，週六、日及政府行政機關放假之紀念日、民俗節日之全日)，大型重機2,400元/月，展覽期間小型車60元/時(9-17)。機車：20元/次，隔日另計；月租300元/月。",無,經貿二路88巷1號地下
Taipei,066,揚雅立體停車場,25.06746,121.51581,"小型車：計時 20元/時，停車全程以半小時計；月租 全日3,840元。",無,大龍街136號
Taipei,071,朝陽公園地下停車場,25.05613,121.51369,"計時:40元/時(08-22)，10元/時(22-08)，全程以半小時計費。月租:全日5,760元/月、夜間2,400元/月(19-08)。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元（未充電者合計每小時加收20元）。",無,重慶北路2段68號地下室(地下共3層)
Taipei,070,榮星花園地下停車場,25.0642,121.53825,"小型車：計時 40元/時，全程以半小時計;月租 全日5,400元。機車：機車收費10元/時，隔日另計，以24時為基準;機車月租300元/月",無,建國北路3段39號地下1-2層
Taipei,666,明倫社會住宅地下停車場,25.07327,121.51988,"計時：小型車：週一至五30元，週六、日與行政機關放假之紀念日、民俗節日40元；停放於充電格位之車輛，加收10元/時，依設備自動判斷未充電者再加收10元/時（未充電者合計加收20元/時）。月租：小型車全日4,800元/月，日間2,000元/月(限週一至五07-19)，夜間2,400元/月(限每日19-08)，機車全日300元/月。計次：機車20元/次(隔日另計)。",無,承德路3段285號地下1至2層
Taipei,038,成德立體停車場,25.04597,121.58618,"計時:週一至週五(08-18)20元/時，週一至週五(18-08)及假日全日30元/時，全程以半小時計費。月租:全日4,500元/月，里民優惠3,600元/月(萬福里、鴻福里、聯成里、合成里)，所在里民優惠3,150元/月(成福里)，日間(07-19)2,200元/月，夜間(19-07)2,400元/月。",無,成福路1號
Taipei,052,民生社區中心地下停車場,25.05984,121.56297,"小型車：計時 30元/時，停車全程以半小時計；月租 全日5,760元。",無,民生東路5段163之1號地下室［地下2至3］層
Taipei,084,麗湖國小地下停車場,25.07305,121.60168,"計時:20元/時(08-18)，10元/時(18-08)，全程以半小時計費。月租:2,500元/月。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元（未充電者合計每小時加收20元）。",無,金湖路363巷8號地下(地下共1層)
Taipei,784,廣慈社會住宅1區地下停車場,25.03969,121.58287,"計時：小型車30元/時、機車10元/時(當日當次最高上限20元)，全程以半小時計費。月租：小型車全日4,800元/月、機車全日300元/月。",無,大道路108、110號地下1-4層
Taipei,054,北寧路地下停車場,25.04908,121.55254,"計時：40元/時(09-21)，30元/時(21-09)，全程以半小時計。月租：平日夜間(18-09)，星期六、日及政府行政機關放假之紀念日、民俗節日之全日2,000元/月。",無,八德路3段25號地下室
Taipei,106,蓬萊國小地下停車場,25.05649,121.51679,"小型車：計時 (16時~22時)40元/時，(22時~16時)30元/時，全程以半小時計;月租 全日5,760元，電動汽車充電另收充電服務費，採以度計費。機車：機車收費10元/時，當日單次停車最高收費上限20元/日，隔日另計;機車月租300元/月，每半小時收費5元。",無,寧夏路35號地下(地下共2層)
Taipei,215,莒光立體停車場,25.03108,121.50333,"計時:20元/時，全程以半小時計費。月租:全日月票4,000元/月；里民優惠3,200元/月(雙園、新安、新忠、新和、富福及中正區廈安、忠勤等里)；2,800元/月(頂碩里)。",無,莒光路137號
Taipei,768,興隆D1社會住宅地下停車場,24.98833,121.55792,"計時：小型車(含大重機)20元/時，機車10元/時(當日當次最高20元，隔日另計)，全程以半小時計費。月租：小型車(含大重機)全日4,200元/月，機車全日300元/月。",無,木柵路2段2巷12-50號地下1至3層
Taipei,722,東明公共住宅乙區地下停車場,25.05453,121.60407,"計時：小型車星期一至星期五20元/時，星期六、日與行政機關放假之紀念日、民俗日40元/時，機車10元/時(當日單次最高收費上限20元/次，隔日另計)，停車全程以半小時計。月租：小型車全日3,000元/月，機車300元/月。",無,南港路2段38巷6號(含1~之3)及60巷13號地下1至4層
Taipei,028,松山高中地下停車場,25.04407,121.56406,"計時：週一~週五30元/時(08-20)，10元/時(20-08)，週六、週日、行政機關放假之紀念日與民俗日30元/時(08-09)，60元/時(09-19)，30元/時(19-20)，10元/時(20-08)，全程以半小時計。月租：小型車全日5,760元/月，大型重機2,880元/月。本場常因配合大巨蛋活動調整費率為80元/時，請參閱現場費率調整公告。",無,基隆路1段156號地下
Taipei,029,東湖國小地下停車場,25.06855,121.61583,"小型車：計時 40元/時(08時~21時)，20元/時(21時~08時)，全程以半小時計；月租 全日4,000元，日間2,000元(07時~19時)，夜間2,000元(19時~08時)，大型重機2,000元/月。機車：20元/次，隔日另計；月租300元/月。",無,東湖路115號之1地下
Taipei,024,金華公園地下停車場,25.02957,121.53157,"小型車：計時 50元/時(08時~22時)，10元/時(22時~08時)，全程以半小時計；月租 全日6,000元，大型重機3,000元/月。",無,金華街190號地下
Taipei,129,西康地下停車場,25.08472,121.56375,"計時：20元/時，停放於充電格位之車輛每小時加收10元；依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)，全程以半小時計。月租:4,800元/月。",無,內湖路1段203巷25號地下室（地下1層）
Taipei,055,市民大道塔城段停車場,25.05026,121.50985,"小型車：計時 20元/時(08-20)，10元/時(20-08)，停車全程以半小時計；月租 日間2,400元(07-19)，夜間500元(週一至週五18-09，週六、日及政府行政機關放假之紀念日、民俗節日之全日)。",無,西寧北路-塔城街(地下)
Taipei,069,青年公園棒球場地下停車場,25.0238,121.50307,"小型車(含大型重型機車)：計時 30元/時，停車全程以半小時計；月租 全日4,800元，夜間2,400元(18時~08時)。機車：20元/次，隔日另計；月租300元/月。",無,青年路69號地下
Taipei,075,中崙高中地下停車場,25.05001,121.56139,"小型車(含大型重型機車)：週一至週五30元/時，週六、週日、行政機關放假之紀念日與民俗日40元/時，停車全程以半小時計；月租：全日5,200元，日間4,400元(07-19)，夜間2,400元(19-08)，大型重機2,600元。本場常因配合大巨蛋活動調整費率為80元/時，請參閱現場費率調整公告。",無,八德路4段101號地下第2層
Taipei,111,蘭雅公園地下停車場,25.10963,121.52924,"小型車：計時 週六、週日、行政機關放假之紀念日與民俗日40元/時，週一~週五30元/時，停車全程以半小時計；月租 全日5,200元。",無,德行東路129巷31號地下
Taipei,714,瑞光社會住宅地下停車場,25.07283,121.57895,"小型車：計時 週一~週五40元/時(08時~20時)，20元/時(20時~08時)，週六、週日、行政機關放假之紀念日與民俗日20元/時，停車全程以半小時計；月租 全日4,800元。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,瑞光路160號地下1-4層
Taipei,082,永盛公園地下停車場,25.05926,121.52482,"小型車：計時 50元/時(08時~24時)，30元/時，全程以半小時計；月租 全日4,800元。機車：20元/次，隔日另計；月租300元/月。",無,中山北路2段93巷30號地下
Taipei,079,僑安地下停車場,25.04044,121.55659,"小型車：計時 週一至週五40元/時(08-22)，30元/時(22-08)，週六、週日、行政機關放假之紀念日與民俗日60元/時(08-22)，30元/時(22-08)，停車全程以半小時計；月租 全日7,200元，日間4,200元(08-20)，夜間3,600元(20-08)，大型重機3,600元/月。本場常因配合大巨蛋活動調整費率為80元/時，請參閱現場費率調整公告。",無,忠孝東路4段306號地下1至3層
Taipei,035,成淵高中地下停車場,25.06043,121.52018,"計時：小型車(含大型重型機車)40元/時(09時~21時)，30元/時(21時~09時)，停車全程以半小時計；月租：小型車全日5,760元，夜間2,400元(19時~08時)，大型重機全日2,880元/月。",無,承德路2段235號之1地下
Taipei,099,長安國小地下停車場,25.05034,121.53132,"小型車：計時 40元/時(09時~18時)，30元/時(18時~09時)，全程以半小時計；月租 全日4,800元，日間3,500元(07時~19時)，夜間2,000元(19時~08時)。機車：10元/時，隔日另計；月租300元/月。",無,松江路90巷14號地下
Taipei,040,健康國小地下停車場,25.05616,121.56267,"計時：小型車及大型重型機車30元/時，停車全程以半小時計。月租：小型車全日5,250元/月，大型重機2,625元/月。",無,延壽街168號地下層［地下2層］
Taipei,041,忠信廣場地下停車場,25.04026,121.56821,"小型車：計時 週六、週日、行政機關放假之紀念日與民俗日60元/時(10時~22時)，50元/時(22時~10時)，週一~週五50元/時，全程以半小時計；月租 全日5,200元，日間3,600元(07時~19時)，夜間2,880元(19時~08時)，大型重機2,600元/月。機車：10元/時，當日單次停車最高收費上限20元/次，隔日另計；月租300元/月。",無,松仁路2號地下
Taipei,068,文昌國小地下停車場,25.09941,121.52195,"小型車(含大型重型機車)：20元/時，停車全程以半小時計；月租全日4,800元，大型重機2,400元。機車：10元/時，當日當次停車最高收費上限20元/次，隔日另計，以0時為基準；月租300元。",無,文林路615巷20號地下1至2層
Taipei,098,港富立體停車場(機械),25.0805,121.57803,小型車：計時 30元/時，停車全程以半小時計。,無,內湖路1段737巷50弄32號
